Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,83.200,13.080,4.686,6.143,7.162,23.695,27.577,28.656,29.811,32.080,0.076
5,48.600,20.213,4.766,10.091,24.979,26.887,28.149,28.644,29.548,29.727,0.049
10,45.000,23.266,5.719,22.857,25.850,26.979,28.203,28.715,32.643,41.143,0.043
15,42.600,23.552,5.337,24.531,25.978,27.081,27.675,28.418,29.114,30.498,0.042
20,44.400,22.953,5.201,23.557,25.851,26.945,27.659,28.094,29.046,29.848,0.044
25,45.200,22.045,5.008,18.813,25.537,27.117,28.060,29.239,31.163,33.808,0.045
30,52.000,19.294,4.839,9.198,24.764,26.770,27.825,28.425,29.840,30.898,0.052
35,43.400,23.878,5.556,24.277,25.766,26.768,27.674,28.257,29.393,31.905,0.042
40,40.800,24.348,5.318,24.591,26.176,27.254,28.181,28.617,29.615,39.786,0.041
45,40.200,24.054,5.168,24.840,25.988,27.058,28.060,28.424,30.061,30.359,0.042
50,43.600,24.273,5.409,24.729,26.408,27.404,28.283,28.968,31.580,33.818,0.041
55,52.800,21.542,4.470,15.889,25.699,26.887,27.587,28.592,30.354,32.697,0.046
60,7.800,26.210,22.908,24.984,26.416,27.305,27.926,28.348,29.320,29.320,0.038
