Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,89.800,2.440,0.957,1.342,1.589,3.910,4.834,5.249,5.670,6.513,0.410
5,59.200,3.524,1.055,2.169,3.936,4.672,5.162,5.385,5.969,6.352,0.284
10,46.000,4.041,1.240,3.090,4.430,4.984,5.440,5.639,6.050,6.610,0.247
15,47.200,4.167,1.032,3.905,4.542,4.986,5.393,5.506,5.803,8.467,0.240
20,47.600,4.196,1.168,3.927,4.511,4.901,5.377,5.611,5.997,6.034,0.238
25,43.400,4.225,1.231,3.903,4.570,4.990,5.482,5.638,5.999,6.064,0.237
30,62.200,3.571,1.034,1.965,4.066,4.762,5.147,5.529,5.986,6.266,0.280
35,48.400,4.300,1.100,4.065,4.580,4.993,5.353,5.573,5.892,6.270,0.233
40,43.800,4.400,1.015,4.113,4.642,5.109,5.571,5.755,6.221,6.339,0.227
45,45.200,4.381,1.149,4.152,4.668,5.136,5.486,5.796,6.202,6.495,0.228
50,42.000,4.449,1.158,4.204,4.700,5.042,5.475,5.738,6.098,6.587,0.225
55,48.600,3.946,0.962,2.987,4.441,5.097,5.474,5.642,5.959,6.527,0.253
60,7.200,4.787,3.843,4.443,4.758,5.102,5.384,5.466,5.592,5.592,0.209
