Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,952.800,6.429,1.097,2.524,3.958,8.249,13.457,20.472,29.392,43.333,0.156
5,588.400,10.593,1.229,5.788,9.147,13.102,21.116,25.262,35.819,43.016,0.094
10,511.000,11.843,1.100,7.467,10.367,14.108,21.842,25.697,35.055,43.325,0.084
15,512.400,12.205,1.240,7.606,10.424,14.303,22.803,27.408,37.003,41.677,0.082
20,502.400,12.240,1.163,7.884,10.678,14.359,22.715,26.453,35.901,41.457,0.082
25,536.800,11.654,1.194,7.106,10.145,14.035,21.986,26.283,36.624,43.650,0.086
30,600.200,10.476,1.340,5.009,8.845,13.285,21.648,25.746,35.033,44.898,0.095
35,502.000,12.618,1.317,7.939,10.796,14.549,23.654,27.978,36.580,42.575,0.079
40,495.800,12.599,1.275,8.073,10.885,14.460,23.011,26.719,36.983,43.770,0.079
45,496.400,12.577,1.162,8.051,10.990,14.638,22.959,26.598,36.364,42.320,0.080
50,486.200,12.568,1.291,8.028,11.145,14.502,23.147,27.114,35.154,41.487,0.080
55,549.400,10.968,1.153,6.418,9.942,13.842,21.281,24.749,32.123,43.006,0.091
60,93.200,13.552,5.144,9.449,12.110,15.161,23.306,26.280,32.123,42.558,0.074
