Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2134.200,4.673,0.232,1.659,2.685,5.900,10.102,14.585,27.577,43.333,0.214
5,1305.000,7.648,0.265,2.736,6.137,9.738,15.310,23.813,31.196,43.016,0.131
10,1154.200,8.641,0.274,3.318,7.403,10.614,18.197,24.893,31.522,43.325,0.116
15,1134.000,8.798,0.229,3.173,7.578,10.655,19.881,25.532,34.204,41.677,0.114
20,1122.600,8.891,0.259,3.236,7.807,10.952,19.989,25.499,32.061,41.457,0.112
25,1175.600,8.481,0.236,3.124,7.129,10.556,18.437,24.941,33.055,43.650,0.118
30,1332.800,7.487,0.239,2.614,5.518,9.576,16.464,24.339,31.466,44.898,0.134
35,1097.200,9.086,0.250,3.246,7.750,11.253,20.569,25.831,33.231,42.575,0.110
40,1082.800,9.220,0.239,3.666,7.981,11.252,20.339,25.716,32.929,43.770,0.108
45,1098.000,9.078,0.248,3.322,7.855,11.219,20.016,25.620,32.303,42.320,0.110
50,1088.400,9.171,0.278,3.450,7.972,11.423,19.933,25.876,32.381,41.487,0.109
55,1232.000,8.108,0.223,2.861,6.842,10.375,17.302,24.724,29.149,43.006,0.123
60,195.800,10.034,1.135,4.758,8.664,12.673,21.931,26.022,29.985,42.558,0.100
