Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,2708,2708.000,335,1450,2373,3664,3582,5385,10028,28860,43300
1,2824,2824.000,249,1403,2126,3537,3305,4710,11945,27035,33964
2,2558,2558.000,250,1429,2367,3930,3774,6760,12473,29443,52646
3,2498,2498.000,248,1467,2413,3972,3848,6737,11836,33478,44070
4,2428,2428.000,252,1473,2537,4127,3935,7416,12675,31573,58541
5,2755,2755.000,223,1389,2175,3609,3422,5479,10972,28391,42996
6,2518,2518.000,263,1449,2356,3964,3865,6516,11394,33022,47780
7,2394,2394.000,257,1471,2419,4174,4017,7306,15323,30327,60071
8,2555,2555.000,270,1460,2324,3892,3903,6385,11249,32870,47325
9,2646,2646.000,205,1415,2345,3784,3620,5663,10937,29842,52149
10,2947,2947.000,241,1411,2005,3381,3285,4692,9831,27096,34485
11,2736,2736.000,222,1401,2166,3660,3470,6224,11472,29168,41196
12,2387,2387.000,298,1483,2448,4179,4248,6741,13922,35106,46689
13,2489,2489.000,237,1474,2366,3998,3932,6191,12955,33318,45128
14,2613,2613.000,216,1429,2367,3829,3702,6384,11108,29212,46612
15,2459,2459.000,274,1426,2375,4063,3914,6895,13472,32166,42922
16,2787,2787.000,234,1429,2227,3559,3490,5099,9914,27928,37754
17,2635,2635.000,197,1441,2199,3792,3645,5735,12349,30421,37771
18,2755,2755.000,220,1397,2318,3630,3616,5505,10749,29538,36918
19,2785,2785.000,225,1440,2188,3594,3610,5123,9958,31581,37823
20,2284,2284.000,235,1492,2546,4348,4132,7929,13726,31129,60866
21,2674,2674.000,210,1400,2284,3749,3573,5815,12617,27375,39222
22,2550,2550.000,238,1430,2323,3890,3741,5841,12712,31465,44618
23,2621,2621.000,187,1459,2361,3805,3674,5844,11792,30831,40261
24,2836,2836.000,227,1390,2183,3530,3408,5349,10561,27453,40274
25,2824,2824.000,212,1366,2010,3534,3261,4793,22201,26743,39297
26,2777,2777.000,195,1420,2135,3613,3341,5989,11390,26421,50918
27,2772,2772.000,216,1410,2279,3584,3468,5084,11276,29689,34851
28,2984,2984.000,213,1367,1882,3343,3178,4496,9935,25808,33649
29,2720,2720.000,205,1427,2227,3679,3563,5515,12148,30882,40223
30,2477,2477.000,231,1474,2315,4043,4105,6410,12298,34757,44655
31,2611,2611.000,233,1378,2296,3835,3469,7697,16821,26143,52656
32,2679,2679.000,201,1428,2215,3712,3555,5509,11364,29890,39675
33,2650,2650.000,198,1402,2205,3757,3501,5811,16312,29746,39798
34,2711,2711.000,223,1408,2300,3679,3560,5644,10286,29359,42006
35,2663,2663.000,236,1439,2284,3766,3489,5692,11849,29753,43578
36,2667,2667.000,232,1413,2330,3773,3493,6316,12697,28488,55414
37,2390,2390.000,223,1439,2362,4149,4042,6787,14160,34710,49549
38,2593,2593.000,221,1436,2099,3847,3567,5986,13546,31904,38862
39,2571,2571.000,226,1431,2323,3878,3621,6804,12724,29508,52876
40,2726,2726.000,197,1403,2179,3701,3516,5759,12770,29490,40437
41,2512,2512.000,221,1445,2283,3938,3756,7179,13630,29655,48309
42,2467,2467.000,271,1486,2368,4088,4015,6409,13670,33508,56722
43,2452,2452.000,246,1428,2407,4033,3833,6784,12939,32359,46294
44,2831,2831.000,217,1399,2253,3530,3405,5199,10543,27085,39838
45,2558,2558.000,223,1439,2366,3928,3681,6697,14536,30844,47159
46,2881,2881.000,217,1404,2096,3460,3350,5007,10240,27577,34958
47,2778,2778.000,188,1399,2148,3597,3515,5580,10652,29788,42941
48,2564,2564.000,219,1446,2225,3870,3625,6617,11437,31593,56692
49,2796,2796.000,205,1413,2259,3603,3412,5703,10362,29679,38293
50,2727,2727.000,212,1385,2266,3645,3364,5362,13414,27310,38308
51,2335,2335.000,212,1469,2430,4272,4266,7463,15794,35828,62245
52,2563,2563.000,218,1448,2271,3892,3845,6330,11035,32838,44992
53,2927,2927.000,171,1381,2160,3427,3290,4630,10155,27012,38930
54,2760,2760.000,249,1442,2101,3600,3566,5243,10105,30703,43909
55,2896,2896.000,177,1401,2022,3455,3186,4773,11033,26500,35941
56,2805,2805.000,192,1397,2150,3569,3514,5422,10133,28885,36911
57,2690,2690.000,200,1410,2204,3703,3506,5613,12186,29187,41166
58,2874,2874.000,221,1406,2178,3471,3341,4812,9853,26908,33537
59,2610,2610.000,239,1405,2338,3842,3550,5872,13158,31545,39641
60,2859,2859.000,180,1409,1982,3464,3331,4858,10411,27997,37658
