Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1187.000,3.603,0.846,2.736,3.317,4.079,5.158,6.167,8.698,17.848,0.278
5,1165.000,3.669,0.995,2.751,3.363,4.260,5.425,6.310,8.274,12.648,0.273
10,1179.400,3.597,0.771,2.716,3.314,4.153,5.279,6.180,7.790,17.079,0.278
15,1219.600,3.491,0.873,2.730,3.320,4.049,4.919,5.567,6.868,10.296,0.286
20,1170.400,3.573,0.809,2.734,3.327,4.112,5.147,5.881,8.135,14.555,0.280
25,1244.000,3.241,0.904,2.539,3.061,3.706,4.446,5.085,6.679,10.360,0.309
30,1185.200,3.525,0.913,2.650,3.260,4.024,5.169,5.992,8.012,20.727,0.284
35,1160.200,3.531,1.059,2.674,3.275,4.041,5.176,5.943,7.731,12.113,0.283
40,1160.600,3.616,1.061,2.720,3.334,4.159,5.288,6.187,8.075,25.662,0.277
45,1224.200,3.458,0.922,2.622,3.203,3.930,5.017,5.930,7.640,14.364,0.289
50,1206.000,3.490,0.957,2.613,3.222,4.000,5.127,5.936,7.997,12.389,0.287
55,1258.400,3.281,1.042,2.553,3.118,3.753,4.544,5.140,6.445,19.163,0.305
60,246.600,3.219,1.346,2.577,3.077,3.727,4.324,4.861,5.780,6.315,0.311
