Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2603.200,3.835,0.248,1.443,2.371,3.650,6.287,11.854,29.236,58.541,0.261
5,2573.600,3.876,0.205,1.433,2.319,3.723,6.281,11.889,30.652,60.071,0.258
10,2634.400,3.790,0.216,1.432,2.290,3.644,6.194,11.390,30.330,46.689,0.264
15,2684.200,3.720,0.197,1.427,2.277,3.653,5.607,11.280,30.339,42.922,0.269
20,2593.000,3.846,0.187,1.429,2.335,3.673,6.171,12.233,30.297,60.866,0.260
25,2815.400,3.548,0.195,1.396,2.091,3.354,5.231,11.636,27.474,50.918,0.282
30,2625.600,3.802,0.198,1.414,2.276,3.609,6.219,12.540,30.036,52.656,0.263
35,2576.800,3.878,0.221,1.432,2.302,3.629,6.331,13.075,31.008,55.414,0.258
40,2597.600,3.846,0.197,1.429,2.293,3.680,6.253,12.595,30.674,56.722,0.260
45,2715.400,3.684,0.188,1.420,2.225,3.503,5.914,11.042,29.715,56.692,0.271
50,2662.400,3.746,0.171,1.417,2.268,3.555,6.047,11.378,29.649,62.245,0.267
55,2775.000,3.603,0.177,1.404,2.178,3.408,5.276,11.138,28.162,41.166,0.278
60,571.800,3.464,0.180,1.409,1.982,3.331,4.858,10.411,27.997,37.658,0.289
