Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,108.200,0.746,0.248,0.441,0.605,0.958,1.393,1.592,2.157,3.016,1.340
5,100.200,0.692,0.205,0.385,0.528,0.858,1.277,1.621,2.096,4.539,1.445
10,106.200,0.661,0.216,0.374,0.523,0.816,1.204,1.431,1.951,2.705,1.513
15,103.200,0.632,0.197,0.363,0.478,0.775,1.201,1.538,1.778,2.152,1.583
20,99.400,0.653,0.187,0.357,0.501,0.783,1.274,1.558,2.069,2.531,1.531
25,116.000,0.588,0.195,0.333,0.426,0.698,1.155,1.459,1.745,2.591,1.702
30,107.800,0.642,0.198,0.347,0.473,0.757,1.167,1.547,1.991,10.273,1.558
35,101.200,0.636,0.221,0.345,0.473,0.781,1.293,1.542,1.915,2.345,1.573
40,106.800,0.654,0.197,0.351,0.505,0.818,1.229,1.490,2.070,3.563,1.529
45,106.000,0.644,0.188,0.350,0.505,0.805,1.230,1.526,1.768,2.510,1.552
50,100.200,0.647,0.171,0.341,0.472,0.808,1.264,1.561,2.049,4.770,1.545
55,116.600,0.612,0.177,0.327,0.440,0.761,1.197,1.506,1.826,2.819,1.634
60,25.600,0.590,0.180,0.313,0.450,0.724,1.198,1.507,1.680,2.152,1.695
