Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,194.600,30.570,0.433,0.867,44.006,46.253,56.752,77.563,83.164,98.536,0.033
5,199.800,30.740,0.417,0.686,43.733,45.686,60.349,78.499,83.821,88.233,0.033
10,193.800,31.645,0.379,0.740,43.887,46.398,62.547,79.112,82.474,85.947,0.032
15,201.000,29.823,0.388,0.675,43.646,45.211,53.780,70.257,81.328,87.662,0.034
20,196.400,31.959,0.443,0.713,43.655,45.386,57.863,78.423,80.777,103.818,0.031
25,212.400,28.034,0.404,0.619,43.282,44.745,51.690,74.086,80.524,130.219,0.036
30,195.800,30.023,0.404,0.645,43.531,45.186,54.029,76.676,81.956,137.073,0.033
35,189.400,31.224,0.392,0.707,43.835,45.948,55.044,73.730,82.820,93.333,0.032
40,208.600,28.998,0.409,0.616,43.569,45.197,53.755,78.292,81.155,135.046,0.034
45,210.600,30.050,0.394,0.625,43.544,45.050,53.120,76.546,82.088,134.657,0.033
50,200.200,30.149,0.399,0.622,43.467,45.705,56.685,76.824,82.419,128.889,0.033
55,207.000,30.237,0.381,0.624,43.397,45.000,57.896,78.394,80.045,85.297,0.033
60,38.200,28.317,0.414,0.592,43.056,44.301,52.209,77.737,79.087,95.741,0.035
