Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,62.400,3.344,0.934,1.716,3.050,4.663,5.505,6.131,7.213,21.568,0.299
5,48.200,4.169,1.009,3.904,4.486,4.909,5.312,5.519,6.102,6.505,0.240
10,59.400,3.899,0.965,3.284,4.298,4.788,5.316,5.489,5.905,6.011,0.256
15,49.800,4.391,1.045,4.126,4.514,4.886,5.363,5.521,5.724,6.006,0.228
20,51.200,4.426,1.542,4.099,4.517,4.834,5.207,5.465,5.746,5.995,0.226
25,50.400,4.400,1.097,4.128,4.513,4.820,5.206,5.528,6.045,6.442,0.227
30,54.600,3.986,0.799,3.792,4.370,4.803,5.162,5.386,5.743,6.230,0.251
35,52.600,4.376,1.209,4.114,4.538,4.883,5.214,5.367,5.881,9.636,0.229
40,62.800,3.158,0.945,1.388,3.640,4.635,5.027,5.205,5.690,6.036,0.317
45,57.200,3.985,0.982,3.804,4.389,4.808,5.129,5.412,5.837,6.375,0.251
50,53.400,4.338,1.048,4.020,4.450,4.843,5.163,5.327,6.097,8.598,0.230
55,48.200,4.369,1.055,4.109,4.452,4.872,5.230,5.464,5.888,6.078,0.229
