Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,2176,2176.000,608,1761,2918,4602,4568,8300,12661,32612,137770
1,1143,1143.000,828,3939,5505,8757,12055,15846,20050,39219,58114
2,1866,1866.000,273,1808,3401,5331,6397,12146,15601,29218,57583
3,1233,1233.000,624,3598,4964,8072,10969,14834,19753,30949,61407
4,1606,1606.000,279,2349,3890,6206,8317,13060,15161,31545,61854
5,1147,1147.000,1308,3783,5100,8678,12079,15236,25796,31770,57198
6,1134,1134.000,1238,3798,4808,8918,12040,15666,27441,39655,56934
7,1125,1125.000,1355,3872,6569,8742,12069,15480,17215,37232,57212
8,1275,1275.000,651,3598,4586,7792,11112,15011,17003,30762,57125
9,1540,1540.000,268,2593,3889,6509,9356,13910,15613,30842,44968
10,2047,2047.000,236,1822,3352,4873,5434,11647,13997,26716,46887
11,1196,1196.000,1155,3689,6459,8334,11986,14707,16256,30544,51896
12,1141,1141.000,1184,3632,7601,8734,12124,15117,25079,30017,48231
13,1232,1232.000,794,3552,5030,8063,11398,14587,17689,36462,70573
14,1399,1399.000,334,3297,4243,7165,10418,14047,15541,29134,51801
15,1209,1209.000,1076,3647,5394,8210,11616,14445,17657,28849,54675
16,1148,1148.000,1002,3695,7493,8721,12070,14992,25465,34649,58720
17,1209,1209.000,1081,3638,4709,8242,11502,14453,16891,38234,55051
18,1272,1272.000,697,3580,4564,7806,11166,14317,15828,28023,55336
19,1383,1383.000,365,3346,4136,7243,10700,14355,16070,29313,52645
20,1176,1176.000,1014,3658,6831,8464,11836,14649,25195,30368,45777
21,1186,1186.000,1144,3663,6899,8411,11788,14597,16729,37112,48032
22,1208,1208.000,1154,3655,5002,8231,11824,14843,16788,28587,64724
23,1159,1159.000,1136,3711,7393,8630,12097,14889,17242,30469,53944
24,1360,1360.000,487,3344,4452,7312,10484,14205,16212,28484,46443
25,1255,1255.000,1103,3627,5205,7956,11501,14493,16097,28031,53889
26,1241,1241.000,1137,3638,4934,8021,11007,14331,15732,29621,56990
27,1220,1220.000,1087,3716,5597,8171,11546,14568,16241,27998,50445
28,1244,1244.000,1123,3641,4676,8004,11235,14475,16183,30324,56155
29,1509,1509.000,242,3038,3899,6615,9451,13501,15541,28893,59745
30,1250,1250.000,1080,3621,5392,7973,11579,14291,15469,27717,50583
31,1190,1190.000,959,3562,6621,8366,11674,14974,25247,31774,45247
32,1239,1239.000,997,3629,4802,8074,11625,14596,16291,27764,43144
33,1221,1221.000,436,3584,4788,8145,11478,14946,16989,37214,53017
34,2087,2087.000,205,1607,3271,4796,5681,11565,13803,27250,47079
35,1211,1211.000,1044,3641,6982,8222,12121,14861,16323,27711,29263
36,1264,1264.000,1146,3614,4726,7897,11283,14290,15837,29410,49126
37,1240,1240.000,1132,3629,4812,8022,11500,14548,16739,28465,52513
38,1249,1249.000,800,3574,5018,7958,11323,14553,16332,29820,46176
39,1488,1488.000,351,3223,4032,6726,9718,13913,15614,27908,30687
40,1207,1207.000,1126,3632,5129,8265,11432,14732,24738,30760,50576
41,1271,1271.000,738,3562,5884,7845,11414,14269,15617,26975,29473
42,1170,1170.000,1041,3668,5286,8509,11867,15062,17693,30087,72537
43,1752,1752.000,226,1994,3645,5669,7512,13241,16189,28184,34792
44,2889,2889.000,214,1451,2478,3472,3803,6845,10351,18258,42446
45,1229,1229.000,768,3623,5759,8092,11637,14484,17257,28116,47284
46,1228,1228.000,1044,3674,4903,8126,11286,14498,16153,29106,56768
47,1946,1946.000,213,1542,3314,5134,5701,12178,14374,27871,54315
48,1249,1249.000,829,3581,4965,7950,11084,14274,16312,28453,53902
49,1563,1563.000,277,3147,4105,6395,9300,13237,14973,26699,49592
50,1324,1324.000,394,3442,4403,7556,10596,14170,15932,29272,56895
51,1205,1205.000,1148,3651,6248,8263,11826,14453,15803,27918,71097
52,1239,1239.000,374,3578,6219,8065,11404,14585,16555,27919,53913
53,1318,1318.000,811,3559,4488,7552,10709,14335,16050,27649,29361
54,1481,1481.000,288,3146,4087,6756,9705,13610,15203,29131,46477
55,1260,1260.000,1124,3567,4797,7912,11468,14350,15785,27857,49926
56,1212,1212.000,1031,3606,5994,8231,11424,14109,16069,38376,56885
57,1235,1235.000,925,3618,5372,8079,11550,14335,16199,27726,53021
58,1265,1265.000,1170,3568,4703,7870,11598,14373,15617,28234,52370
59,1499,1499.000,284,3137,3955,6586,9951,13847,15513,27407,29292
