Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,691.400,3.125,0.943,1.678,2.840,3.871,4.409,4.786,11.514,74.373,0.320
5,540.600,3.775,0.953,3.361,3.735,4.084,4.402,4.687,6.586,38.697,0.265
10,580.000,3.375,0.938,2.805,3.471,3.838,4.190,4.432,6.150,40.533,0.296
15,541.800,3.746,0.968,3.336,3.633,3.946,4.293,4.557,6.481,39.322,0.267
20,521.000,3.743,1.433,3.327,3.622,3.938,4.262,4.491,5.964,41.586,0.267
25,569.000,3.695,0.974,3.328,3.630,3.948,4.311,4.588,6.716,37.758,0.271
30,607.200,3.429,0.895,3.078,3.499,3.872,4.213,4.475,5.944,38.184,0.292
35,553.800,3.589,1.164,3.284,3.603,3.885,4.230,4.457,5.835,38.618,0.279
40,714.000,2.920,0.903,1.481,3.246,3.770,4.191,4.526,6.266,39.644,0.342
45,612.000,3.260,0.843,2.856,3.483,3.842,4.180,4.442,5.550,38.724,0.307
50,568.000,3.524,0.922,3.200,3.563,3.885,4.211,4.481,6.219,40.653,0.284
55,567.000,3.546,0.897,3.271,3.573,3.885,4.195,4.421,5.322,15.315,0.282
