Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,23.200,74.805,27.958,57.201,74.879,88.319,99.121,103.223,327.135,328.128,0.013
5,28.400,68.864,28.456,51.431,73.088,88.389,95.548,99.113,102.429,107.945,0.015
10,30.400,74.775,29.291,66.032,77.912,87.086,92.406,95.355,103.147,105.124,0.013
15,24.800,78.408,28.194,69.172,82.220,93.633,98.541,101.233,103.301,104.697,0.013
20,21.200,80.506,28.164,71.332,87.092,95.019,97.041,99.170,100.700,101.062,0.012
25,23.200,79.924,38.748,68.968,85.109,94.382,97.316,98.645,100.048,104.792,0.013
30,31.200,71.489,26.911,57.230,73.142,88.224,95.841,97.932,100.471,103.944,0.014
35,32.400,71.519,27.327,53.872,73.984,89.090,95.514,97.806,102.297,107.926,0.014
40,20.200,82.988,28.886,77.557,88.615,94.409,98.292,100.258,101.344,102.568,0.012
45,31.600,73.712,27.703,62.969,77.201,90.828,98.154,99.982,104.152,105.623,0.014
50,32.800,69.407,28.400,53.051,71.390,86.638,94.849,97.689,107.446,110.957,0.014
55,33.000,72.563,32.878,60.602,73.385,89.173,95.869,96.954,102.446,104.086,0.014
60,6.000,71.030,41.598,51.657,77.744,88.836,92.329,95.618,96.693,96.693,0.014
