Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,312.200,7.694,2.569,5.898,6.860,8.330,10.514,12.484,21.697,56.219,0.130
5,278.000,8.077,2.572,5.539,6.276,7.683,10.315,19.311,40.758,60.178,0.124
10,317.000,6.644,2.590,5.040,5.939,7.050,9.031,11.195,24.402,40.715,0.151
15,251.200,9.247,2.470,5.279,6.179,7.716,20.668,36.981,42.039,80.895,0.108
20,244.200,9.625,2.521,5.337,6.361,8.397,21.628,30.565,39.314,87.061,0.104
25,247.400,8.889,2.831,5.176,6.132,7.861,19.731,25.284,38.227,78.268,0.113
30,341.200,6.269,2.520,4.507,6.002,6.636,7.956,9.452,19.609,45.136,0.160
35,326.200,6.580,2.528,4.405,5.831,6.712,9.408,12.688,35.987,46.466,0.152
40,260.400,8.707,3.037,5.164,6.249,7.824,16.810,25.558,38.108,44.892,0.115
45,351.800,6.209,2.537,4.390,5.698,6.613,7.750,11.013,23.437,39.314,0.161
50,353.800,5.663,2.547,4.218,5.198,6.242,6.830,7.786,21.264,52.020,0.177
55,341.400,6.116,2.450,4.318,5.549,6.583,8.616,11.671,16.267,50.445,0.164
60,78.600,5.344,2.719,4.262,4.933,6.222,6.791,7.483,11.001,14.130,0.187
