Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,585,585.000,3306,7539,10985,16768,16923,25577,50895,106711,328128
1,690,690.000,1828,7155,10263,14029,14965,20247,42076,83311,169104
2,748,748.000,908,6689,9893,13571,14760,18857,42810,78886,101345
3,676,676.000,2214,6854,10305,14526,14621,19993,46769,93495,102534
4,827,827.000,914,6105,8555,12230,13107,16930,34429,87339,102456
5,757,757.000,562,6224,8647,13104,13512,21073,43693,81606,107945
6,746,746.000,495,6071,8440,13580,13607,29311,45810,89054,98759
7,741,741.000,1671,6333,9378,13134,12979,17861,44966,89781,99226
8,333,333.000,3373,7373,24571,30292,43928,49357,83470,141087,199767
9,671,671.000,646,6087,9646,15037,14688,36099,47769,93941,100547
10,748,748.000,454,5863,8532,13198,12808,18679,43694,85063,103147
11,777,777.000,609,5911,8587,13012,13109,19654,44606,86721,105124
12,785,785.000,862,5933,8909,12498,12790,17067,37478,85964,96662
13,565,565.000,1945,6227,10357,17770,15897,41840,78183,103053,147541
14,782,782.000,1511,6104,8648,12590,12648,17367,42164,86684,100937
15,544,544.000,1341,6262,10149,18390,17227,42437,77756,99037,102008
16,357,357.000,1853,7373,16260,28167,42129,48096,81777,134646,141096
17,786,786.000,685,6068,8602,12733,12620,17615,40999,83384,97230
18,752,752.000,763,5762,7972,13366,13502,26725,40913,90606,104697
19,497,497.000,1392,6830,14168,19926,24917,35016,65368,97838,115056
20,484,484.000,900,6970,16481,20709,26025,34076,67136,96160,101454
21,545,545.000,1760,6688,11931,18375,21789,32471,68237,96827,133904
22,791,791.000,347,6056,8351,12681,13360,20543,39384,84177,99049
23,494,494.000,2592,6115,10542,20089,29995,46110,58795,99260,147012
24,458,458.000,1335,6189,11739,22124,37193,46825,84041,100700,140480
25,454,454.000,1077,6270,10688,22080,37522,46520,90933,103257,144357
26,677,677.000,1090,5975,9858,14357,15122,25362,51125,87109,99497
27,556,556.000,639,6434,12534,18048,22512,36268,60011,92062,98377
28,492,492.000,569,6550,14975,20214,24862,38995,68086,96218,98645
29,700,700.000,789,6003,9508,14510,15721,29482,42199,93004,100048
30,820,820.000,241,5838,8331,11923,12922,16918,33822,86468,99126
31,827,827.000,1063,6270,8538,12230,12984,16966,35758,87411,98555
32,813,813.000,1143,5991,8555,12161,12995,16929,33912,90831,103944
33,817,817.000,1144,5996,8417,12271,13040,17471,38720,87831,97932
34,645,645.000,1030,5902,8178,15691,13388,40184,67114,92886,142923
35,811,811.000,517,5768,8039,12069,12557,16820,34384,93805,107926
36,824,824.000,337,5831,8113,12152,12484,16657,37245,85930,95834
37,641,641.000,280,5925,9068,15804,15600,40940,48712,93680,189044
38,700,700.000,1004,6097,10117,14230,15096,24890,47325,94061,100807
39,784,784.000,654,5553,8633,12708,13193,20524,45529,79513,99700
40,637,637.000,992,6479,11346,15626,18098,29459,38269,93168,100442
41,373,373.000,405,6935,20334,26775,40765,47561,81224,99876,137150
42,523,523.000,1504,6141,11930,19194,24022,43924,56326,97644,100443
43,663,663.000,1021,6212,10518,15085,15700,24218,53868,89273,102568
44,758,758.000,920,6039,9094,12977,13599,18888,37853,91861,101344
45,708,708.000,1418,6112,9041,14272,13555,29878,45462,95905,101481
46,663,663.000,1055,6398,10921,14847,15771,27704,39967,95493,105623
47,806,806.000,758,5287,8088,12445,12881,18322,40072,87564,100907
48,921,921.000,333,4881,7103,10929,11520,16543,32066,80932,104152
49,908,908.000,621,5589,7895,10917,11955,16030,26828,82102,99804
50,915,915.000,407,4843,7180,10857,12245,15996,31664,73650,97750
51,805,805.000,835,5920,8353,12438,12803,16997,32523,91462,107446
52,922,922.000,555,4880,6779,10884,11319,16156,32004,80244,110957
53,758,758.000,816,5224,7510,13122,12403,31480,44770,80963,97696
54,795,795.000,300,5428,7098,12557,12925,30411,44463,88069,100052
55,883,883.000,738,5200,7418,11440,12348,16777,33833,87035,101563
56,697,697.000,541,6138,9926,14176,14250,21548,52544,94519,104086
57,740,740.000,999,6049,9167,13368,14802,20445,40878,95555,101763
58,725,725.000,595,5934,9942,13909,14914,21929,40963,91842,96793
59,933,933.000,341,4571,7456,10683,11447,15308,29335,78939,95691
60,895,895.000,480,4985,7337,10898,11947,15455,30388,88629,96693
