Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,33.200,258.973,103.355,146.915,257.427,364.994,419.437,434.111,498.477,529.068,0.004
5,35.000,243.776,119.023,136.814,234.972,359.253,408.826,428.029,511.266,568.691,0.004
10,36.000,248.170,118.554,138.402,249.406,354.461,398.979,425.431,471.441,473.223,0.004
15,36.600,238.642,117.173,129.878,228.030,337.277,417.815,433.139,474.837,491.439,0.004
20,33.000,259.318,119.449,134.741,254.887,362.483,395.170,425.498,463.449,589.007,0.004
25,36.800,242.973,119.832,131.629,242.289,342.132,401.410,431.930,464.453,491.356,0.004
30,34.200,258.882,117.044,130.912,256.709,366.971,404.689,428.048,461.191,472.532,0.004
35,33.400,264.863,119.943,134.214,262.460,374.383,407.341,427.533,466.237,492.052,0.004
40,33.200,260.681,118.869,134.124,262.475,360.215,407.881,423.155,476.442,482.880,0.004
45,35.400,253.123,117.430,134.093,242.234,352.026,407.398,429.001,478.823,514.778,0.004
50,33.400,261.837,118.228,132.070,261.858,355.874,401.067,426.080,469.875,531.454,0.004
55,32.600,258.201,120.081,156.923,248.019,350.042,400.374,418.808,470.589,499.461,0.004
