Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1737129270.292969,40663,7,1
1,NewOrder,1737129270.293024,75690,5,1
3,OrderStatus,1737129270.293034,31405,0,1
2,Payment,1737129270.293037,40014,9,1
1,NewOrder,1737129270.293114,105645,3,1
4,Delivery,1737129270.293128,270104,6,1
4,Delivery,1737129270.293133,253271,1,1
2,Payment,1737129270.293159,41375,2,1
2,Payment,1737129270.293180,39638,4,1
2,Payment,1737129270.293191,39782,8,1
2,Payment,1737129270.324860,18353,0,1
2,Payment,1737129270.332938,13263,4,1
5,StockLevel,1737129270.333077,22444,8,1
2,Payment,1737129270.333149,12893,9,1
2,Payment,1737129270.333734,67016,7,1
1,NewOrder,1737129270.334629,63922,2,1
2,Payment,1737129270.343305,13522,0,1
2,Payment,1737129270.346103,12067,9,1
1,NewOrder,1737129270.346321,70369,4,1
2,Payment,1737129270.355743,45332,8,1
1,NewOrder,1737129270.356886,51660,0,1
4,Delivery,1737129270.358239,211874,9,1
1,NewOrder,1737129270.368818,47911,5,1
2,Payment,1737129270.398652,8095,2,1
1,NewOrder,1737129270.398817,17542,3,1
1,NewOrder,1737129270.400795,18196,7,1
1,NewOrder,1737129270.401148,23259,8,1
1,NewOrder,1737129270.406789,9972,2,1
1,NewOrder,1737129270.408585,10452,0,1
2,Payment,1737129270.416394,5554,3,1
1,NewOrder,1737129270.416723,11052,4,1
2,Payment,1737129270.416770,7385,5,1
1,NewOrder,1737129270.416791,8530,2,1
2,Payment,1737129270.419021,4530,7,1
1,NewOrder,1737129270.419064,9964,0,1
2,Payment,1737129270.421971,3434,3,1
2,Payment,1737129270.423577,3543,7,1
2,Payment,1737129270.424186,4312,5,1
2,Payment,1737129270.424429,3020,8,1
5,StockLevel,1737129270.425340,4882,2,1
2,Payment,1737129270.425422,2711,3,1
2,Payment,1737129270.427140,3225,7,1
1,NewOrder,1737129270.427464,4863,8,1
