Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,24.400,30.460,0.859,6.760,10.392,55.371,75.379,81.309,91.417,93.167,0.033
5,35.600,6.829,1.108,4.931,6.657,7.667,9.012,10.460,29.256,31.750,0.146
10,49.800,5.534,1.060,3.916,6.230,7.124,7.706,8.297,9.259,10.880,0.181
15,49.000,5.405,0.919,3.801,6.023,7.070,7.632,8.206,9.033,10.000,0.185
20,45.600,6.196,1.572,5.514,6.479,7.123,7.623,8.219,8.899,9.599,0.161
25,42.600,6.016,2.762,5.003,6.243,6.928,7.626,7.841,8.560,9.364,0.166
30,33.800,6.104,2.195,5.551,6.196,6.809,7.409,7.754,8.695,10.634,0.164
35,16.000,6.212,2.040,5.673,6.281,6.883,7.692,8.417,8.813,8.813,0.161
40,21.600,6.135,3.433,5.649,6.245,6.805,7.253,7.847,8.255,9.414,0.163
45,19.800,6.121,2.184,5.475,6.277,6.921,7.975,8.101,8.535,8.535,0.163
50,16.200,6.198,3.757,5.641,6.296,6.778,7.400,7.736,9.461,9.461,0.161
55,26.800,5.992,1.642,5.443,6.234,6.847,7.481,7.835,8.161,8.824,0.167
60,4.000,6.582,4.571,6.122,6.829,7.356,7.741,8.954,8.954,8.954,0.152
