Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,3680,3680.000,288,671,1552,2702,2619,3752,7985,24646,30806
1,3755,3755.000,227,642,1510,2659,2559,3666,7708,24619,30032
2,3871,3871.000,192,614,1489,2586,2491,3660,7441,23463,29134
3,3437,3437.000,175,630,1577,2894,2620,5721,10245,25776,74856
4,4144,4144.000,190,590,1423,2414,2458,3321,6478,24064,30000
5,4064,4064.000,156,601,1450,2451,2447,3486,6729,23804,32107
6,4064,4064.000,218,599,1359,2460,2463,3406,6684,24432,31702
7,3931,3931.000,212,598,1474,2550,2465,3443,7188,23786,30270
8,3040,3040.000,215,610,1587,3273,2756,6335,16522,27164,83926
9,3753,3753.000,183,657,1575,2653,2686,4511,7355,24997,51298
10,4242,4242.000,218,594,1432,2353,2425,3367,6095,23159,29950
11,3974,3974.000,207,587,1392,2510,2447,3635,7002,24051,29821
12,4140,4140.000,201,581,1416,2412,2428,3429,6461,23274,29857
13,4010,4010.000,182,570,1366,2487,2430,3502,6880,24049,30266
14,4135,4135.000,178,573,1346,2417,2368,3412,6422,23015,33120
15,4074,4074.000,195,587,1413,2444,2444,3420,6630,23191,28819
16,4045,4045.000,187,578,1382,2463,2416,3479,6460,23582,28783
17,4173,4173.000,175,563,1391,2396,2370,3256,6334,22803,29406
18,4059,4059.000,191,565,1362,2469,2413,3580,6611,22860,29451
19,4032,4032.000,198,573,1392,2467,2411,3568,6700,23549,31187
20,4067,4067.000,192,577,1407,2458,2385,3470,6365,23833,30370
21,4102,4102.000,202,575,1421,2430,2407,3400,6322,23524,30219
22,4256,4256.000,174,575,1339,2340,2394,3293,6065,22840,29103
23,4076,4076.000,181,577,1421,2456,2397,3439,6242,23700,29494
24,4006,4006.000,178,565,1369,2492,2392,3555,6502,23155,33855
25,4165,4165.000,212,573,1380,2406,2381,3345,6132,23554,29199
26,4214,4214.000,203,584,1388,2379,2412,3533,6118,23883,29442
27,3974,3974.000,182,607,1448,2499,2502,3721,6401,24097,31694
28,4101,4101.000,191,579,1415,2455,2412,3488,6428,23643,28504
29,4241,4241.000,198,563,1302,2329,2398,3384,5998,23290,29537
30,4042,4042.000,195,603,1397,2477,2455,3690,6808,24295,30919
31,4169,4169.000,184,581,1388,2397,2440,3476,6272,23104,30870
32,4030,4030.000,173,569,1287,2478,2391,3460,6831,23384,28841
33,4169,4169.000,200,555,1315,2388,2366,3369,6309,23118,29237
34,4219,4219.000,193,569,1321,2364,2415,3429,6239,22904,27254
35,4072,4072.000,196,569,1411,2455,2407,3590,6433,23595,31781
36,4017,4017.000,173,579,1373,2491,2475,3577,6641,23175,28366
37,4264,4264.000,192,568,1364,2342,2384,3419,6153,23086,29756
38,4194,4194.000,167,573,1337,2377,2443,3454,6232,22986,28585
39,4000,4000.000,190,583,1406,2503,2487,3737,6655,24065,33646
40,4198,4198.000,188,576,1441,2370,2427,3387,6060,22556,28205
41,4153,4153.000,177,575,1368,2407,2405,3557,6255,23242,29997
42,4112,4112.000,196,580,1452,2428,2429,3619,6499,22824,32747
43,4246,4246.000,191,560,1319,2349,2363,3342,6172,22348,25544
44,4271,4271.000,192,563,1288,2339,2355,3315,6171,22487,30394
45,3940,3940.000,187,596,1430,2545,2466,3670,6990,23524,30291
46,4204,4204.000,204,571,1393,2366,2399,3315,6061,23464,29975
47,4087,4087.000,178,572,1324,2450,2422,3498,6846,23381,30226
48,4299,4299.000,181,577,1279,2323,2348,3306,6127,22677,29753
49,3975,3975.000,186,571,1425,2512,2453,3641,6671,22849,30779
50,4337,4337.000,189,574,1379,2302,2363,3311,5928,23243,29413
51,4065,4065.000,197,618,1512,2455,2533,3668,6489,23516,29844
52,4034,4034.000,184,584,1439,2473,2457,3465,6721,22650,32770
53,4191,4191.000,186,575,1369,2391,2390,3304,6205,23024,28765
54,4200,4200.000,175,570,1375,2387,2373,3340,6170,22532,29683
55,3993,3993.000,190,585,1370,2498,2503,3757,7152,23316,30610
56,4055,4055.000,180,586,1418,2471,2488,3586,6396,23049,30018
57,4146,4146.000,176,611,1373,2400,2565,3826,6142,23393,29517
58,4241,4241.000,179,597,1440,2360,2439,3450,5906,22693,30820
59,4063,4063.000,188,565,1391,2462,2384,3482,6644,23073,29736
60,4131,4131.000,192,574,1377,2383,2413,3336,6242,22539,28996
