Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1701.600,2.436,0.938,1.848,2.304,2.791,3.280,3.612,7.139,19.615,0.411
5,1704.800,2.503,0.900,1.838,2.299,2.825,3.382,3.855,8.830,22.317,0.399
10,1844.800,2.253,0.897,1.760,2.206,2.670,3.092,3.386,3.911,6.731,0.444
15,1831.400,2.228,0.716,1.731,2.179,2.651,3.067,3.337,3.787,6.031,0.449
20,1861.400,2.225,0.818,1.740,2.176,2.638,3.071,3.356,3.854,5.805,0.450
25,1880.800,2.262,0.833,1.744,2.190,2.681,3.140,3.445,4.137,11.864,0.442
30,1842.200,2.259,0.870,1.735,2.184,2.674,3.128,3.417,4.055,9.552,0.443
35,1846.000,2.284,0.830,1.756,2.203,2.706,3.164,3.476,4.304,11.116,0.438
40,1886.800,2.247,0.831,1.735,2.172,2.651,3.092,3.360,3.973,12.977,0.445
45,1852.000,2.249,0.866,1.737,2.174,2.668,3.102,3.385,3.992,11.458,0.445
50,1903.800,2.272,0.850,1.760,2.207,2.677,3.126,3.429,4.109,9.820,0.440
55,1869.200,2.311,0.873,1.768,2.228,2.737,3.223,3.566,4.534,9.421,0.433
60,376.400,2.227,0.910,1.722,2.184,2.642,3.048,3.325,3.868,7.565,0.449
