Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,24.600,8.690,1.655,6.255,7.993,9.947,13.457,16.728,19.535,23.980,0.115
5,38.400,6.390,0.741,3.254,5.316,7.826,10.856,14.515,28.528,28.586,0.157
10,38.200,3.539,0.840,2.391,2.989,4.292,5.721,6.642,10.560,21.351,0.283
15,52.200,3.080,0.350,2.290,2.758,3.598,4.859,5.734,8.564,10.356,0.325
20,45.600,2.895,0.881,2.243,2.648,3.308,4.294,5.714,6.694,7.272,0.345
25,44.800,3.164,0.692,2.030,2.626,3.369,4.959,8.197,12.082,13.653,0.316
30,32.400,6.784,0.992,4.512,5.266,7.890,12.141,14.358,25.482,40.938,0.147
35,17.600,9.334,1.062,3.686,5.678,8.215,36.513,38.584,47.893,47.893,0.107
40,22.200,8.815,1.014,3.467,6.022,8.088,17.680,38.606,39.826,39.946,0.113
45,19.200,8.717,1.098,2.910,4.869,8.308,25.523,40.174,45.960,45.960,0.115
50,17.600,7.792,1.188,3.502,5.406,7.996,11.124,37.675,41.229,41.229,0.128
55,29.200,6.251,1.222,3.049,4.909,6.438,9.430,12.606,41.676,42.437,0.160
60,4.600,6.212,1.257,1.853,4.852,6.884,7.799,11.470,42.236,42.236,0.161
