Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,156.800,1.007,0.175,0.650,0.786,0.992,1.260,1.460,13.005,20.831,0.993
5,148.600,1.034,0.156,0.559,0.706,0.862,1.131,1.508,15.775,31.922,0.967
10,166.800,0.616,0.178,0.394,0.619,0.755,0.942,1.070,1.431,2.677,1.623
15,156.600,0.587,0.175,0.376,0.587,0.729,0.904,1.029,1.267,2.448,1.704
20,163.400,0.569,0.174,0.342,0.575,0.716,0.877,1.007,1.271,1.995,1.758
25,167.800,0.544,0.182,0.310,0.530,0.698,0.860,0.975,1.396,2.922,1.838
30,171.000,0.578,0.173,0.294,0.512,0.687,0.819,0.978,3.184,8.854,1.731
35,153.600,0.527,0.167,0.304,0.514,0.676,0.849,0.941,1.371,1.978,1.898
40,168.000,0.539,0.177,0.286,0.426,0.649,0.823,1.008,3.303,4.876,1.857
45,163.000,0.503,0.178,0.271,0.402,0.639,0.764,0.866,1.499,6.817,1.989
50,175.000,0.482,0.175,0.274,0.384,0.629,0.796,0.889,1.585,6.316,2.074
55,161.000,0.528,0.176,0.283,0.426,0.648,0.814,0.933,2.395,9.687,1.893
60,30.600,0.448,0.192,0.264,0.397,0.580,0.741,0.836,1.350,1.460,2.230
