Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,3215.800,3.106,0.187,0.646,1.474,2.515,3.606,7.481,39.017,50.402,0.322
5,3181.400,3.137,0.167,0.606,1.407,2.448,3.608,7.464,38.301,51.537,0.319
10,3184.400,3.137,0.193,0.594,1.386,2.417,3.601,7.257,38.624,51.565,0.319
15,3329.600,3.000,0.170,0.588,1.366,2.407,3.549,6.805,37.892,64.115,0.333
20,3341.200,2.989,0.165,0.580,1.363,2.405,3.469,6.744,37.432,54.393,0.335
25,3292.400,3.037,0.173,0.573,1.361,2.404,3.559,6.751,38.275,71.143,0.329
30,3333.600,2.993,0.177,0.572,1.295,2.369,3.506,6.739,37.798,49.490,0.334
35,3310.600,3.014,0.173,0.568,1.307,2.367,3.492,6.942,38.145,48.871,0.332
40,3355.600,2.973,0.178,0.560,1.303,2.346,3.451,6.876,38.191,53.643,0.336
45,3347.200,2.986,0.174,0.563,1.334,2.386,3.461,6.811,37.981,49.389,0.335
50,3330.200,2.994,0.172,0.558,1.288,2.340,3.404,6.647,38.222,49.430,0.334
55,3420.400,2.925,0.165,0.565,1.322,2.372,3.403,6.548,37.979,48.254,0.342
60,667.800,2.928,0.170,0.547,1.197,2.321,3.398,6.744,37.592,47.002,0.342
