Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,292.000,19.355,5.715,15.443,18.743,22.514,26.557,28.794,33.117,40.182,0.052
5,376.200,14.674,3.012,11.626,14.445,17.471,20.749,22.675,27.340,30.706,0.068
10,515.400,10.893,1.876,8.282,11.095,14.039,16.086,16.901,18.594,21.246,0.092
15,564.000,10.471,1.375,7.943,10.693,13.598,15.552,16.379,18.049,25.138,0.095
20,499.400,11.833,2.469,9.633,11.845,14.151,15.781,16.526,17.769,21.879,0.085
25,481.600,12.235,2.984,9.452,11.727,14.239,16.235,17.647,25.362,83.999,0.082
30,370.000,15.106,4.490,11.902,14.169,16.775,19.852,23.091,40.983,67.362,0.066
35,203.800,28.605,4.783,13.003,17.526,43.909,48.255,67.639,82.234,87.285,0.035
40,258.200,21.517,6.859,11.875,14.765,20.305,44.956,47.749,80.325,85.790,0.046
45,191.800,28.941,5.502,13.045,17.718,43.629,47.919,73.588,83.536,108.689,0.035
50,205.000,27.004,3.692,12.059,16.274,42.936,48.226,76.010,83.878,125.098,0.037
55,304.400,18.376,3.730,11.779,14.203,17.372,41.091,45.539,74.084,86.891,0.054
60,48.800,23.602,8.542,12.775,15.853,39.123,45.905,49.451,83.228,125.167,0.042
