Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1378.600,0.659,0.309,0.521,0.618,0.748,0.883,0.994,1.408,5.340,1.518
5,1359.600,0.620,0.292,0.490,0.579,0.703,0.820,0.908,1.313,13.577,1.614
10,1374.400,0.605,0.292,0.483,0.570,0.693,0.806,0.892,1.163,7.583,1.652
15,1430.800,0.604,0.297,0.484,0.569,0.683,0.786,0.854,1.180,32.082,1.655
20,1434.800,0.606,0.291,0.489,0.565,0.678,0.781,0.840,1.067,54.393,1.651
25,1409.600,0.589,0.301,0.479,0.560,0.669,0.772,0.832,1.031,9.572,1.697
30,1449.800,0.587,0.299,0.483,0.562,0.674,0.775,0.830,0.958,3.089,1.704
35,1424.200,0.583,0.302,0.480,0.557,0.666,0.774,0.825,0.956,9.009,1.714
40,1444.600,0.581,0.279,0.475,0.550,0.660,0.760,0.819,0.945,38.503,1.720
45,1436.400,0.579,0.302,0.477,0.553,0.663,0.764,0.817,0.952,4.642,1.727
50,1433.800,0.576,0.294,0.478,0.551,0.657,0.761,0.812,0.925,2.999,1.737
55,1479.800,0.580,0.307,0.483,0.559,0.661,0.762,0.812,0.933,2.754,1.725
60,294.400,0.566,0.316,0.468,0.543,0.646,0.737,0.797,0.926,3.645,1.768
