Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1607.800,0.647,0.336,0.535,0.606,0.711,0.828,0.901,1.396,3.493,1.546
5,1627.200,0.657,0.311,0.516,0.593,0.709,0.832,0.947,2.316,4.230,1.521
10,1756.200,0.592,0.308,0.502,0.568,0.665,0.764,0.820,0.962,4.695,1.689
15,1749.200,0.586,0.305,0.497,0.561,0.657,0.756,0.811,0.943,2.337,1.708
20,1746.200,0.587,0.316,0.499,0.563,0.657,0.754,0.809,0.943,2.721,1.704
25,1761.800,0.601,0.313,0.503,0.571,0.672,0.781,0.841,0.999,11.081,1.663
30,1777.800,0.592,0.326,0.495,0.565,0.665,0.762,0.821,0.966,6.689,1.689
35,1778.200,0.597,0.308,0.499,0.566,0.665,0.768,0.825,0.961,6.620,1.676
40,1804.400,0.590,0.303,0.500,0.564,0.661,0.755,0.801,0.907,11.178,1.695
45,1754.000,0.595,0.310,0.498,0.569,0.663,0.758,0.813,0.936,6.493,1.682
50,1764.400,0.599,0.295,0.504,0.576,0.672,0.768,0.825,0.979,7.291,1.668
55,1746.800,0.612,0.302,0.504,0.580,0.684,0.784,0.859,1.093,6.988,1.635
60,354.800,0.596,0.341,0.498,0.566,0.663,0.763,0.818,0.937,6.315,1.678
