Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,130.800,7.065,4.441,6.213,6.903,7.648,8.327,8.840,13.657,25.366,0.142
5,132.000,6.637,3.769,5.758,6.510,7.231,7.901,8.401,11.556,35.653,0.151
10,124.800,6.404,4.077,5.563,6.275,6.982,7.646,8.172,12.268,15.946,0.156
15,132.400,6.357,3.669,5.453,6.153,6.774,7.463,8.052,13.341,51.696,0.157
20,130.000,6.220,3.517,5.450,6.112,6.693,7.470,7.909,11.859,33.769,0.161
25,136.400,6.135,3.248,5.245,5.872,6.586,7.322,7.691,11.557,71.143,0.163
30,128.200,6.045,3.583,5.290,5.962,6.658,7.357,7.701,10.097,11.611,0.165
35,127.200,6.206,3.184,5.365,6.071,6.807,7.468,7.919,11.455,30.618,0.161
40,133.000,6.388,3.349,5.367,6.107,6.854,7.552,8.054,13.604,53.643,0.157
45,134.800,6.161,3.663,5.324,6.040,6.802,7.403,7.804,12.756,24.113,0.162
50,125.200,6.004,3.305,5.211,5.955,6.590,7.279,7.689,11.444,13.624,0.167
55,139.800,6.064,3.266,5.334,5.987,6.620,7.278,7.665,10.858,15.463,0.165
60,26.800,6.500,3.398,5.336,6.011,6.744,7.453,8.388,19.554,26.564,0.154
