Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,60.600,1.497,0.281,0.903,1.570,1.904,2.302,2.788,3.393,3.947,0.668
5,61.400,1.251,0.211,0.794,1.382,1.619,1.884,2.048,2.438,3.070,0.799
10,51.000,1.507,0.362,1.330,1.525,1.768,1.939,2.025,2.300,2.744,0.664
15,49.600,1.495,0.386,1.339,1.489,1.694,1.919,2.032,2.487,2.931,0.669
20,53.600,1.451,0.260,1.301,1.492,1.652,1.835,1.956,2.135,2.315,0.689
25,48.000,1.515,0.337,1.365,1.498,1.676,1.859,1.999,2.327,3.312,0.660
30,55.600,1.383,0.282,1.221,1.458,1.634,1.867,1.953,2.247,2.786,0.723
35,44.000,1.487,0.301,1.319,1.505,1.658,1.856,2.057,2.483,3.053,0.672
40,46.000,1.441,0.371,1.269,1.451,1.623,1.881,2.003,2.875,3.540,0.694
45,54.600,1.483,0.352,1.344,1.483,1.640,1.802,1.942,2.304,2.824,0.674
50,48.800,1.480,0.451,1.327,1.467,1.665,1.843,1.935,2.211,2.543,0.676
55,48.600,1.447,0.265,1.296,1.480,1.669,1.881,1.940,2.499,2.878,0.691
60,10.400,1.384,0.385,1.289,1.453,1.651,1.738,1.984,2.896,2.896,0.723
