Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,55.600,4.027,0.874,2.568,4.151,5.285,6.171,6.765,7.851,9.134,0.248
5,59.000,4.015,0.857,3.021,4.125,5.106,5.936,6.198,6.847,7.826,0.249
10,54.600,4.730,1.312,4.010,4.817,5.582,6.125,6.575,7.308,7.653,0.211
15,48.800,4.738,1.586,4.156,4.867,5.484,5.888,6.149,6.808,6.878,0.211
20,56.400,4.589,0.885,3.938,4.762,5.316,5.934,6.342,7.175,8.170,0.218
25,52.800,4.698,1.413,4.063,4.847,5.491,5.968,6.178,6.850,6.966,0.213
30,55.200,4.430,0.736,3.649,4.697,5.417,6.008,6.347,7.168,7.813,0.226
35,48.000,4.837,1.676,4.150,4.892,5.514,6.126,6.558,6.881,7.746,0.207
40,52.000,4.866,1.523,4.198,5.024,5.561,6.066,6.432,6.876,7.705,0.206
45,51.800,4.775,1.028,4.167,4.960,5.535,6.068,6.490,7.088,7.314,0.209
50,56.600,4.796,1.556,4.154,4.903,5.439,5.971,6.356,7.182,7.505,0.208
55,56.600,4.762,0.944,4.139,4.956,5.597,6.004,6.445,7.179,7.712,0.210
60,12.000,4.171,1.296,3.203,4.521,5.281,5.651,5.905,6.437,6.437,0.240
