Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,663.200,9.353,1.085,5.712,9.689,12.701,14.776,15.756,17.230,24.094,0.107
5,679.200,9.348,1.566,6.377,9.573,12.430,14.549,15.454,16.923,20.835,0.107
10,571.600,10.959,2.045,8.771,10.903,13.335,14.810,15.636,16.944,26.009,0.091
15,572.400,11.038,2.648,8.878,11.084,13.289,14.752,15.406,16.651,19.114,0.091
20,576.600,10.795,1.083,8.648,10.922,13.344,14.781,15.608,16.965,26.184,0.093
25,573.800,11.103,2.419,8.913,11.034,13.304,14.905,15.620,17.436,36.014,0.090
30,614.800,10.207,1.025,7.868,10.461,13.025,14.797,15.569,16.837,24.319,0.098
35,572.000,10.956,2.441,8.811,10.881,13.152,14.835,15.627,17.006,29.905,0.091
40,568.800,10.911,1.646,8.783,10.957,13.146,14.752,15.469,16.750,21.682,0.092
45,573.400,11.068,2.378,8.922,11.112,13.295,14.759,15.423,16.720,23.170,0.090
50,575.400,11.121,2.986,8.999,11.121,13.322,14.752,15.567,16.737,20.941,0.090
55,585.200,10.871,1.736,8.856,10.924,13.162,14.747,15.418,16.597,19.722,0.092
60,128.000,9.721,2.447,7.557,9.818,12.435,14.380,15.180,16.407,17.476,0.103
