Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,73.200,0.832,0.241,0.454,0.652,1.057,1.554,1.915,2.413,3.516,1.201
5,93.800,0.635,0.222,0.396,0.524,0.784,1.102,1.287,1.793,2.432,1.576
10,77.200,0.702,0.227,0.495,0.663,0.829,1.101,1.293,1.667,1.980,1.425
15,81.800,0.672,0.192,0.459,0.609,0.815,1.071,1.219,1.576,2.307,1.489
20,77.800,0.730,0.207,0.480,0.657,0.926,1.152,1.331,1.933,2.092,1.369
25,76.200,0.669,0.190,0.466,0.620,0.845,1.001,1.097,1.544,1.757,1.495
30,84.000,0.703,0.182,0.481,0.658,0.861,1.092,1.271,1.609,3.597,1.422
35,76.600,0.717,0.233,0.495,0.669,0.901,1.127,1.237,1.533,1.626,1.394
40,83.400,0.593,0.226,0.406,0.553,0.715,0.889,1.069,1.546,1.786,1.687
45,90.800,0.589,0.189,0.403,0.527,0.722,0.920,1.141,1.550,1.758,1.698
50,91.400,0.593,0.218,0.407,0.548,0.710,0.925,1.059,1.375,1.718,1.688
55,85.000,0.700,0.212,0.452,0.645,0.904,1.118,1.321,1.685,2.074,1.429
60,17.800,0.675,0.228,0.525,0.683,0.829,0.984,1.070,1.206,1.206,1.480
