Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,633.000,3.316,0.925,2.337,3.617,4.078,4.515,4.775,6.212,19.019,0.302
5,656.800,3.250,0.910,2.332,3.524,3.984,4.364,4.689,6.305,11.468,0.308
10,541.000,3.724,1.453,3.423,3.725,4.023,4.375,4.689,6.194,9.625,0.269
15,540.400,3.693,1.381,3.408,3.687,4.024,4.327,4.571,5.670,11.127,0.271
20,573.000,3.621,0.917,3.352,3.670,3.981,4.304,4.575,6.045,9.334,0.276
25,556.800,3.661,1.358,3.325,3.639,3.961,4.324,4.589,6.814,12.166,0.273
30,580.600,3.486,0.953,3.196,3.627,4.004,4.392,4.666,6.240,11.381,0.287
35,549.400,3.765,1.009,3.350,3.681,4.039,4.424,4.829,7.790,16.726,0.266
40,565.800,3.624,1.251,3.332,3.637,3.940,4.286,4.534,5.905,9.250,0.276
45,543.200,3.648,1.049,3.366,3.640,3.951,4.242,4.471,6.013,9.278,0.274
50,556.600,3.643,1.165,3.309,3.624,3.926,4.272,4.562,6.365,10.021,0.275
55,572.600,3.555,0.880,3.274,3.598,3.923,4.245,4.496,5.649,7.827,0.281
60,123.200,3.234,1.193,2.834,3.420,3.821,4.140,4.335,5.042,8.026,0.309
