Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1473.400,6.769,0.281,3.191,4.232,9.929,13.985,15.851,28.354,33.262,0.148
5,1511.400,6.592,0.211,3.142,4.179,9.672,13.727,15.408,27.194,34.973,0.152
10,1270.400,7.858,0.362,3.681,5.087,11.221,14.447,16.220,27.829,33.863,0.127
15,1262.600,7.888,0.386,3.659,5.227,11.438,14.368,15.925,27.871,32.388,0.127
20,1311.600,7.601,0.260,3.573,4.561,11.049,14.316,15.998,27.595,32.492,0.132
25,1279.800,7.792,0.337,3.609,5.259,11.230,14.434,16.071,27.601,36.014,0.128
30,1364.000,7.312,0.282,3.504,4.533,10.743,14.259,15.843,27.928,36.013,0.137
35,1265.800,7.875,0.301,3.650,5.531,11.203,14.404,16.153,27.698,33.216,0.127
40,1288.400,7.736,0.371,3.596,4.984,11.164,14.358,16.055,27.447,32.353,0.129
45,1274.600,7.831,0.352,3.601,5.184,11.386,14.372,16.010,27.480,45.841,0.128
50,1284.200,7.770,0.451,3.592,5.222,11.314,14.318,15.840,27.527,35.210,0.129
55,1313.000,7.600,0.265,3.540,4.784,11.087,14.212,15.679,27.488,31.625,0.132
60,285.400,6.935,0.385,3.285,4.250,10.025,13.800,15.326,26.856,29.595,0.144
