Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1547,1547.000,379,2916,4217,6448,9227,13614,15831,28736,33262
1,1699,1699.000,281,2520,3868,5858,8042,12605,15302,27946,32972
2,1651,1651.000,297,2495,3879,6064,9199,13249,15133,27912,31034
3,1285,1285.000,281,3738,4791,7733,11387,14671,16152,28354,30209
4,1185,1185.000,1082,3836,5334,8428,12279,14993,16905,28432,32772
5,1393,1393.000,429,3490,4798,7128,10157,13980,15775,27260,34973
6,1306,1306.000,445,3671,4676,7645,11018,14562,16258,28495,30991
7,1468,1468.000,319,3381,4379,6789,10258,13785,15273,27261,30428
8,1676,1676.000,292,2599,3864,5935,8925,12990,14897,26792,29189
9,1714,1714.000,211,2438,3805,5824,8121,12741,14978,26677,31600
10,1442,1442.000,362,3418,4284,6961,9994,13777,15705,27497,33156
11,1275,1275.000,433,3672,5396,7782,11161,14311,15911,27132,31118
12,1227,1227.000,1131,3767,5908,8181,11692,14581,16212,27425,29311
13,1192,1192.000,1035,3767,6104,8310,11795,14739,17730,28631,33863
14,1216,1216.000,998,3762,6450,8229,11595,14646,16952,28295,32161
15,1407,1407.000,386,3436,4369,7083,10418,13813,15511,27543,30221
16,1199,1199.000,1152,3702,7107,8290,12112,14678,16061,27921,30160
17,1234,1234.000,976,3659,5181,8105,11518,14431,16350,27977,30195
18,1231,1231.000,1192,3740,6428,8065,11611,14264,15730,28157,32388
19,1242,1242.000,1122,3705,5608,8017,11559,14631,16186,27824,29441
20,1598,1598.000,260,2975,3914,6245,9288,13304,14953,27435,29932
21,1222,1222.000,941,3707,5278,8194,11755,14917,16973,28326,31418
22,1249,1249.000,990,3639,4951,7995,11289,14658,16826,27784,29784
23,1269,1269.000,923,3669,4918,7798,11343,14269,15724,26986,30793
24,1220,1220.000,856,3682,6267,8171,11764,14438,16370,27574,32492
25,1417,1417.000,337,3304,4578,7053,9902,13894,16001,27189,36014
26,1210,1210.000,1048,3657,6656,8274,11508,14542,24103,28380,31899
27,1232,1232.000,1141,3664,6006,8079,11664,14592,16250,27477,29251
28,1248,1248.000,1098,3704,6955,7981,11375,14350,15732,27463,29180
29,1292,1292.000,907,3574,4679,7694,11183,14477,15733,27280,30253
30,1641,1641.000,304,2782,4116,6086,8740,13027,14815,27062,31958
31,1233,1233.000,1131,3751,5740,8095,11453,14555,16560,28356,30618
32,1164,1164.000,1137,3758,6914,8566,12240,15106,24756,28721,32404
33,1535,1535.000,282,2989,4140,6484,9363,13435,15386,27009,36013
34,1247,1247.000,1023,3662,5462,7994,11486,14599,16018,27999,30146
35,1419,1419.000,301,3452,4566,7035,9941,13463,15201,27039,29680
36,1262,1262.000,1085,3682,5085,7897,11349,14330,15756,27505,29679
37,1182,1182.000,1142,3819,7076,8467,11753,15120,22004,28347,33216
38,1250,1250.000,861,3670,5849,7959,11298,14322,15828,27888,29121
39,1216,1216.000,598,3691,6905,8168,11314,14750,16775,27953,30632
40,1391,1391.000,426,3424,4557,7177,10590,13859,15781,27095,32183
41,1285,1285.000,978,3629,4701,7756,11339,14302,15677,27109,30215
42,1268,1268.000,1119,3645,5049,7890,11095,14694,16589,27904,30665
43,1191,1191.000,1095,3689,7173,8363,11863,14708,17133,27604,29633
44,1307,1307.000,371,3543,4644,7586,11002,14196,15970,27157,32353
45,1382,1382.000,352,3502,4714,7270,10705,14136,15293,27107,29980
46,1243,1243.000,800,3627,5598,7983,11557,14482,15927,27851,30650
47,1211,1211.000,1109,3650,5577,8259,11901,14861,22405,27975,34222
48,1281,1281.000,1074,3600,5250,7759,11210,14047,15412,27348,45841
49,1256,1256.000,1050,3613,5627,7957,11490,14561,16092,27311,29207
50,1434,1434.000,451,3377,4650,6973,9985,13706,15110,27035,28939
51,1243,1243.000,1182,3677,6035,8016,11727,14385,15829,27228,31950
52,1253,1253.000,1019,3664,5296,7963,11500,14606,15986,27648,29844
53,1264,1264.000,986,3605,5255,7893,11325,14324,16317,27562,32786
54,1227,1227.000,1113,3633,5829,8129,11834,14618,16175,27843,35210
55,1529,1529.000,265,3114,4054,6514,9604,13476,15253,27550,29763
56,1224,1224.000,1242,3663,7080,8180,11348,14447,16540,27724,31625
57,1250,1250.000,1059,3604,5690,7967,11631,14404,15689,27042,29206
58,1272,1272.000,1098,3615,5452,7909,11432,14548,15952,27338,29735
59,1290,1290.000,682,3550,5249,7673,11304,14227,15470,27638,29902
60,1427,1427.000,385,3285,4250,6934,10025,13800,15326,26856,29595
