Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,845.600,2.199,0.901,1.538,2.002,2.659,3.430,3.837,4.763,14.153,0.455
5,952.000,1.914,0.894,1.473,1.692,2.217,2.837,3.236,3.989,6.470,0.523
10,860.200,2.047,0.919,1.554,1.954,2.325,2.877,3.239,4.066,14.548,0.489
15,882.400,1.971,0.887,1.502,1.849,2.258,2.778,3.176,4.088,7.225,0.507
20,847.800,2.048,0.892,1.501,1.911,2.416,3.023,3.448,4.203,6.791,0.488
25,879.600,2.023,0.892,1.531,1.945,2.323,2.843,3.276,3.960,6.448,0.494
30,870.800,2.008,0.882,1.517,1.923,2.307,2.832,3.181,3.851,6.472,0.498
35,836.600,2.067,0.897,1.567,1.984,2.381,2.901,3.216,3.953,10.203,0.484
40,959.600,1.845,0.865,1.466,1.697,2.103,2.487,2.786,3.829,7.309,0.542
45,996.600,1.817,0.886,1.442,1.634,2.067,2.540,2.922,3.841,10.179,0.550
50,981.000,1.867,0.856,1.473,1.724,2.135,2.565,2.841,3.690,7.487,0.536
55,920.000,2.003,0.899,1.492,1.863,2.329,2.907,3.345,4.181,6.974,0.499
60,176.000,2.062,0.923,1.618,2.021,2.329,2.759,2.975,4.895,7.749,0.485
