Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,61.000,22.245,5.101,14.894,26.881,28.278,29.446,30.259,31.395,33.262,0.045
5,55.000,21.181,5.124,13.989,25.588,27.418,28.620,29.558,31.000,34.973,0.047
10,52.200,26.215,7.266,26.063,26.890,27.799,28.766,29.720,32.323,33.863,0.038
15,51.400,26.066,8.573,25.852,26.717,27.859,28.589,29.245,30.195,32.388,0.038
20,52.000,25.641,4.960,25.651,26.834,27.604,28.741,29.587,31.418,32.492,0.039
25,48.400,25.673,7.209,25.345,26.601,27.620,28.629,29.401,31.175,31.975,0.039
30,57.800,23.397,4.829,23.916,26.384,27.861,29.018,29.602,32.404,36.013,0.043
35,52.400,25.477,6.126,25.326,26.602,27.593,28.659,29.087,30.632,33.216,0.039
40,55.800,24.929,6.486,25.066,26.201,27.377,28.556,29.207,30.665,32.353,0.040
45,51.600,25.687,7.040,25.447,26.469,27.454,28.545,28.926,30.650,45.841,0.039
50,46.800,25.821,8.288,25.473,26.646,27.628,28.627,29.092,31.950,35.210,0.039
55,50.000,24.820,5.436,25.197,26.356,27.544,28.377,29.206,29.902,31.625,0.040
60,11.800,23.050,7.142,22.800,25.859,26.856,28.374,28.661,29.595,29.595,0.043
