Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,21.200,1.854,1.067,1.269,1.700,2.283,2.718,3.148,4.224,4.240,0.539
5,19.800,1.406,1.042,1.212,1.295,1.587,1.874,2.019,2.187,2.187,0.711
10,20.000,1.456,1.049,1.228,1.327,1.718,1.941,2.017,2.252,2.252,0.687
15,14.200,1.393,1.076,1.226,1.288,1.495,1.881,1.971,2.064,2.064,0.718
20,16.200,1.404,1.122,1.234,1.307,1.430,1.882,1.979,2.058,2.058,0.712
25,16.400,1.415,1.022,1.222,1.314,1.461,1.964,2.075,2.166,2.166,0.707
30,20.600,1.405,1.008,1.197,1.281,1.467,1.940,2.014,2.071,2.135,0.712
35,18.000,1.404,1.064,1.223,1.283,1.474,1.915,2.014,2.167,2.167,0.712
40,17.600,1.399,1.061,1.206,1.317,1.471,1.919,2.044,2.162,2.162,0.715
45,14.400,1.377,0.964,1.228,1.306,1.398,1.856,2.001,2.077,2.077,0.726
50,18.200,1.439,1.047,1.224,1.300,1.707,1.923,2.029,2.273,2.273,0.695
55,15.400,1.380,1.086,1.208,1.290,1.382,1.911,2.013,2.142,2.142,0.725
60,2.600,1.431,1.099,1.222,1.341,1.652,1.821,2.064,2.064,2.064,0.699
