Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,436,436.000,522,1689,2683,22447,44272,53401,78479,154063,252446
1,506,506.000,460,1556,2357,20427,43978,55467,78619,161844,264751
2,424,424.000,467,1574,2463,23371,44365,56088,80594,195119,275443
3,450,450.000,435,1452,2439,22729,43932,56164,80602,193046,317818
4,460,460.000,423,1484,2574,21104,44102,57062,79421,156924,304881
5,515,515.000,405,1239,2219,19473,43954,58248,78986,149229,307071
6,449,449.000,390,1314,2256,22163,44054,58067,80397,209075,298232
7,474,474.000,404,1495,2525,21147,43501,56795,83102,164680,226767
8,452,452.000,402,1501,2328,22224,43926,61568,78119,230556,305255
9,443,443.000,389,1370,2466,22485,44282,51717,74530,184114,289332
10,470,470.000,408,1333,2254,21033,43834,56500,78837,188365,317211
11,406,406.000,386,1312,2668,24800,44470,61466,79762,195704,314801
12,470,470.000,339,1391,2229,21794,43610,63909,80019,187854,309158
13,437,437.000,368,1424,2377,21887,43840,58437,78812,153492,322892
14,480,480.000,322,1286,2212,21388,43701,63286,80106,174040,318042
15,505,505.000,409,1257,2053,19534,43348,56415,78109,173372,296751
16,437,437.000,413,1500,2347,22982,43838,64332,79296,175155,282614
17,455,455.000,365,1294,2252,21630,43892,62329,78798,185687,266211
18,428,428.000,323,1428,2453,23425,43896,67990,110507,157974,234913
19,471,471.000,364,1437,2472,21544,43656,58231,78573,171030,374669
20,475,475.000,375,1239,2324,20987,43992,48075,74508,189274,314006
21,422,422.000,426,1374,2417,23445,44290,63227,79739,178000,291274
22,472,472.000,405,1382,2205,21787,43424,61887,78208,169856,421693
23,415,415.000,389,1385,2460,23230,43717,62899,79857,191492,227600
24,439,439.000,383,1435,2421,23161,43959,62862,78561,222067,393105
25,478,478.000,409,1388,2314,20874,43962,62671,79385,150879,260593
26,435,435.000,426,1533,2390,22895,43972,63386,81902,159719,257203
27,450,450.000,390,1430,2362,22348,43968,62043,78969,157865,344093
28,487,487.000,354,1308,2258,20469,43666,54390,68017,215462,277390
29,432,432.000,410,1451,2436,23272,44081,63085,79833,162867,268643
30,507,507.000,331,1273,2199,19645,43367,57721,77757,149103,243616
31,384,384.000,420,1461,2410,25825,44678,65028,88383,172605,261036
32,465,465.000,353,1223,1999,21620,43665,62214,81204,176472,251435
33,493,493.000,384,1204,2233,20349,43579,61364,79543,176290,303546
34,451,451.000,335,1301,2234,21996,43731,53032,79233,158284,280088
35,465,465.000,373,1334,2179,21523,43444,56139,78819,156043,356820
36,441,441.000,369,1306,2293,22750,43860,62195,80234,152733,261240
37,482,482.000,383,1408,2202,21396,43583,63254,80184,190781,231382
38,401,401.000,400,1407,2374,23738,43590,61775,80564,187489,291828
39,486,486.000,390,1326,2260,21015,43599,51818,77404,165326,269938
40,495,495.000,390,1254,2192,20004,43626,56435,78355,155017,265697
41,429,429.000,341,1494,2501,23043,43914,63099,80152,171814,301999
42,406,406.000,346,1343,2151,25094,43993,63366,88131,171058,324906
43,450,450.000,354,1421,2354,21869,43920,61569,78261,149892,242004
44,428,428.000,346,1333,2199,23864,44032,63859,80206,150580,325100
45,450,450.000,333,1310,2281,21755,43595,53092,79715,174222,238996
46,419,419.000,361,1495,2584,24366,43892,62939,80395,175205,228399
47,482,482.000,356,1338,2289,20566,43828,55602,75203,158077,248494
48,434,434.000,388,1373,2349,22662,43816,62614,78862,162318,354228
49,451,451.000,420,1594,2578,22131,43889,54445,93252,139150,213619
50,471,471.000,356,1348,2269,21540,43532,62383,78412,172507,358765
51,413,413.000,424,1347,2177,24111,43962,62317,80027,194781,241196
52,472,472.000,384,1303,2173,21535,43523,64062,90654,152217,251471
53,453,453.000,377,1288,2347,21650,43819,60143,77852,133949,364794
54,533,533.000,401,1389,2185,18647,43551,47339,76529,135692,258046
55,459,459.000,318,1433,2359,22104,43993,60508,79231,154592,295586
56,461,461.000,370,1336,2302,21557,43607,59569,82351,151762,301207
57,419,419.000,344,1464,2433,23832,43931,68427,78824,157376,367394
58,475,475.000,391,1208,2228,21373,43631,62584,80810,175545,295977
59,437,437.000,403,1272,2164,22497,43720,62253,79955,174757,230294
60,429,429.000,375,1341,2128,21196,43569,58193,79587,168540,224590
