Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,209.000,2.354,0.900,1.714,2.166,2.759,3.749,4.243,5.008,5.573,0.425
5,211.000,2.302,0.988,1.656,2.115,2.670,3.769,4.169,4.969,7.057,0.434
10,200.800,2.266,0.979,1.633,2.055,2.668,3.613,4.166,4.883,5.291,0.441
15,215.400,2.221,0.762,1.584,2.060,2.578,3.642,4.059,4.719,5.092,0.450
20,192.200,2.248,0.899,1.628,2.097,2.568,3.463,3.922,4.941,11.553,0.445
25,206.000,2.243,0.853,1.638,2.056,2.571,3.587,4.169,4.704,6.826,0.446
30,202.800,2.149,0.873,1.529,2.011,2.494,3.348,4.010,4.567,5.159,0.465
35,207.000,2.154,0.769,1.585,2.010,2.462,3.260,3.918,4.560,10.189,0.464
40,195.000,2.132,0.847,1.545,2.000,2.464,3.306,3.840,4.468,4.810,0.469
45,201.200,2.225,0.954,1.594,2.079,2.598,3.503,3.929,4.549,5.025,0.449
50,212.200,2.123,0.837,1.559,1.991,2.439,3.181,3.738,4.656,8.518,0.471
55,202.000,2.158,0.945,1.555,2.005,2.489,3.381,3.922,4.459,4.650,0.463
60,40.600,2.123,1.020,1.543,1.849,2.377,3.649,3.970,4.366,4.523,0.471
