Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,455.200,21.955,0.423,1.546,2.517,44.146,56.088,79.546,172.414,317.818,0.046
5,466.600,21.436,0.389,1.351,2.325,43.893,57.493,79.171,169.395,307.071,0.047
10,452.600,22.108,0.322,1.351,2.327,43.873,61.537,79.573,179.909,322.892,0.045
15,459.200,21.744,0.323,1.369,2.294,43.729,62.327,79.296,173.372,374.669,0.046
20,444.600,22.472,0.375,1.336,2.365,43.874,62.155,78.643,189.274,421.693,0.044
25,456.400,21.918,0.354,1.396,2.350,43.916,62.043,79.385,162.867,344.093,0.046
30,460.000,21.689,0.331,1.279,2.196,43.733,61.827,80.045,169.886,303.546,0.046
35,455.000,22.016,0.369,1.354,2.251,43.599,61.533,79.533,163.670,356.820,0.045
40,441.600,22.659,0.341,1.359,2.287,43.872,62.619,79.545,166.273,325.100,0.044
45,447.200,22.240,0.333,1.425,2.427,43.771,58.141,79.415,162.318,354.228,0.045
50,468.400,21.356,0.356,1.340,2.219,43.665,61.028,78.841,152.217,364.794,0.047
55,450.200,22.236,0.318,1.331,2.293,43.822,62.584,79.431,168.617,367.394,0.045
60,85.800,21.197,0.375,1.341,2.128,43.569,58.193,79.587,168.540,224.590,0.047
