Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,342.800,12.291,2.907,9.709,12.175,14.808,17.077,18.492,21.244,24.854,0.081
5,415.400,9.981,2.315,7.325,9.823,12.471,14.866,16.296,17.982,21.477,0.100
10,986.600,4.132,1.167,2.999,3.714,4.783,6.337,7.492,9.739,13.556,0.242
15,1122.200,3.512,0.998,2.773,3.317,3.993,4.874,5.617,7.531,10.616,0.285
20,997.200,4.239,1.074,2.891,3.559,4.657,6.842,8.981,13.880,19.034,0.236
25,457.000,9.847,1.976,7.454,9.620,12.156,14.302,15.411,17.360,22.359,0.102
30,463.200,9.400,0.960,6.891,9.106,11.669,13.990,15.108,16.941,20.874,0.106
35,330.200,14.633,3.435,9.756,12.200,15.379,26.661,36.410,45.888,60.142,0.068
40,324.600,14.427,3.093,8.584,11.069,14.103,37.815,43.973,49.066,83.503,0.069
45,314.800,15.475,3.224,9.621,11.784,14.691,38.689,44.026,48.363,80.465,0.065
50,237.600,20.921,3.610,10.297,12.786,18.565,44.332,46.387,80.606,360.535,0.048
55,428.600,10.465,3.485,8.166,10.224,12.653,14.943,16.058,18.027,27.475,0.096
60,77.000,11.387,3.927,9.301,10.978,13.232,15.591,16.775,18.152,46.410,0.088
