Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,28.800,73.382,35.987,55.348,75.889,87.096,92.242,94.515,200.307,246.231,0.014
5,36.200,60.409,25.208,46.036,59.944,76.807,85.683,88.557,96.316,98.645,0.017
10,82.600,33.958,25.458,28.186,30.815,39.538,44.936,48.384,54.678,74.360,0.029
15,106.400,30.596,25.335,27.293,28.740,32.189,37.360,39.927,50.823,57.115,0.033
20,85.400,33.410,25.461,27.354,29.429,34.438,44.011,53.454,86.905,96.024,0.030
25,35.800,61.394,27.276,46.840,62.169,77.222,83.462,87.352,89.134,92.655,0.016
30,42.400,58.251,26.304,43.081,56.660,75.271,82.936,86.875,93.106,95.569,0.017
35,22.400,74.679,26.739,65.507,80.861,87.107,91.717,94.119,95.490,97.964,0.013
40,29.200,69.912,26.686,58.478,74.546,84.219,88.005,89.358,93.180,93.721,0.014
45,24.200,72.716,32.184,58.521,76.598,86.712,89.331,90.465,94.797,96.041,0.014
50,19.400,76.006,41.898,65.510,79.446,86.534,89.468,91.916,96.730,96.730,0.013
55,36.600,64.800,24.609,54.426,65.242,77.941,85.861,88.963,97.161,97.956,0.015
60,5.800,74.994,57.595,65.499,76.970,84.246,87.230,88.031,88.115,88.115,0.013
