Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,670,670.000,1572,6540,9589,14431,14636,21422,44265,92809,246231
1,719,719.000,2480,6100,9312,14074,13856,20360,49297,90299,105164
2,803,803.000,1059,5840,8292,12504,13156,18411,44172,78555,92819
3,747,747.000,500,5952,9128,13069,14046,18146,41863,87096,94515
4,854,854.000,691,5787,8642,11945,13199,17243,37363,78393,96659
5,916,916.000,1479,5218,7357,10802,11639,16467,34112,75599,98645
6,940,940.000,1064,5261,7099,10546,10912,15968,35275,64686,86191
7,826,826.000,492,5545,8128,12123,12206,17614,41847,78758,93484
8,839,839.000,272,5291,7692,11851,11583,17735,41063,79530,88497
9,1089,1089.000,321,3370,5760,9208,10464,15230,34857,74903,92228
10,2055,2055.000,378,1810,2926,4815,4631,8590,13855,41158,74360
11,2246,2246.000,299,1595,2714,4437,4067,6310,14611,34613,48739
12,2160,2160.000,196,1696,2869,4611,4303,8150,13970,39546,54678
13,2222,2222.000,184,1587,2754,4492,4197,7401,14774,38490,50453
14,2298,2298.000,327,1589,2652,4360,4115,6865,12259,40826,56042
15,2473,2473.000,240,1469,2493,4049,3578,5527,14673,31325,42488
16,2503,2503.000,225,1492,2495,3967,3699,5688,11699,32369,42239
17,2442,2442.000,241,1484,2560,4105,3863,5951,11731,34550,47881
18,2565,2565.000,251,1449,2419,3879,3508,5047,12388,30508,45039
19,2424,2424.000,196,1484,2454,4140,3760,6946,11523,34853,57115
20,2362,2362.000,252,1531,2620,4200,3947,6580,11344,35263,52406
21,2667,2667.000,206,1419,2338,3751,3434,4942,10854,29672,44307
22,2164,2164.000,228,1585,2778,4628,4589,8187,12674,36356,76759
23,2487,2487.000,214,1443,2397,4018,3704,6274,11945,32170,57185
24,1288,1288.000,286,3087,4818,7789,8595,14363,26449,61286,96024
25,1089,1089.000,396,4109,6167,9147,10557,14541,22025,75977,89114
26,1055,1055.000,536,4245,6166,9413,10514,14487,25840,73686,86918
27,925,925.000,362,4625,7202,10842,11650,16055,31173,82019,89134
28,976,976.000,335,4243,6290,10139,10865,15774,32291,74204,88885
29,1074,1074.000,202,3982,5807,9307,10012,14850,29518,71058,92655
30,1056,1056.000,578,4206,6039,9460,10530,14959,28005,75594,90916
31,1119,1119.000,441,3748,5670,8917,9168,13926,28923,60517,85861
32,1102,1102.000,325,4172,5856,9064,9908,14292,26467,69259,95569
33,939,939.000,604,4225,6451,10599,10831,15995,41353,73297,86028
34,972,972.000,230,4453,6353,10449,10822,15690,32089,82702,94182
35,865,865.000,630,5719,8074,11508,12300,15877,31037,82761,94119
36,686,686.000,803,6137,10365,14647,18704,28697,39133,86181,97964
37,377,377.000,1174,7247,26195,26735,38120,46628,80410,92531,118453
38,767,767.000,981,5637,7969,12781,13212,20980,40268,86860,94497
39,867,867.000,749,5564,7828,11391,12472,16279,29771,84413,93481
40,880,880.000,470,5199,7673,11357,11969,15931,32838,81450,93721
41,918,918.000,323,4927,6961,10889,11084,16344,33688,81807,87571
42,483,483.000,998,5712,9397,21266,37934,46519,62089,90687,137791
43,351,351.000,1186,6829,17124,27529,40374,47439,84997,96121,139928
44,917,917.000,516,4655,6963,11014,11560,16750,33704,78302,93041
45,927,927.000,308,5199,7341,10675,12076,15397,30580,69455,89823
46,608,608.000,1028,6095,9829,16351,15318,38349,53572,90465,96954
47,910,910.000,769,5427,7820,11034,12338,16066,29344,78816,90643
48,627,627.000,228,5786,8291,16093,14541,43972,48628,89472,103672
49,358,358.000,579,6485,32715,27888,40380,51474,83399,91165,97462
50,397,397.000,888,6219,13248,24837,39156,47125,81007,92750,134604
51,271,271.000,1482,7649,30035,40721,43955,81566,164880,360525,443412
52,274,274.000,1578,7569,36066,33480,45222,82472,89436,97276,189942
53,837,837.000,358,5226,7969,11830,12676,18580,39859,77825,96730
54,839,839.000,931,5786,8080,11807,12601,16287,29823,82085,89468
55,974,974.000,393,4450,6531,10174,10404,15740,30538,74383,90487
56,892,892.000,307,5020,7325,11225,11989,16057,30393,79725,89928
57,911,911.000,945,4895,7665,10999,11889,16730,31155,73176,91483
58,897,897.000,323,4749,7823,11123,11575,16757,35369,79261,94440
59,957,957.000,384,5309,6965,10518,11654,15871,28482,77886,97956
60,830,830.000,563,5480,7579,11573,11873,16410,30513,83740,88115
