Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,187.600,3.840,1.331,2.714,3.459,4.561,5.686,6.392,7.933,45.541,0.260
5,216.800,3.180,0.975,2.425,3.026,3.708,4.728,5.344,6.128,8.343,0.314
10,197.600,2.997,1.268,2.238,2.838,3.539,4.610,5.179,5.753,6.830,0.334
15,205.200,2.984,1.096,2.212,2.799,3.526,4.621,5.110,5.858,6.316,0.335
20,197.000,2.739,1.046,2.058,2.559,3.222,4.092,4.667,5.671,8.102,0.365
25,196.200,2.778,1.012,1.951,2.537,3.182,4.356,4.868,5.718,21.745,0.360
30,208.400,3.090,1.073,1.900,2.489,3.263,4.380,4.907,23.156,35.990,0.324
35,209.200,2.638,1.089,1.898,2.436,3.058,3.905,4.471,5.467,23.685,0.379
40,193.200,2.515,0.960,1.882,2.365,2.933,3.827,4.352,5.228,6.393,0.398
45,190.400,2.520,0.914,1.821,2.343,2.987,4.015,4.477,5.084,5.519,0.397
50,187.400,2.479,0.990,1.817,2.305,2.892,3.888,4.379,5.123,6.456,0.403
55,197.400,2.544,1.011,1.773,2.286,2.865,3.824,4.332,7.489,26.062,0.393
60,38.400,3.027,1.081,1.725,2.388,3.379,4.376,6.409,20.107,27.317,0.330
