Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,179.200,29.048,0.407,0.956,43.667,46.640,54.866,63.420,79.894,123.930,0.034
5,197.200,29.206,0.374,0.726,43.829,45.698,54.099,66.994,81.089,83.691,0.034
10,175.000,28.330,0.388,0.714,43.469,45.772,53.610,64.687,80.977,85.649,0.035
15,192.200,30.170,0.371,0.734,43.766,45.568,54.958,71.315,80.193,82.894,0.033
20,189.200,30.155,0.358,0.706,43.630,45.293,56.264,69.298,80.171,112.715,0.033
25,190.000,29.661,0.323,0.666,43.533,45.684,54.872,69.890,80.879,124.814,0.034
30,196.600,30.741,0.323,0.666,43.639,45.877,54.471,70.654,80.660,126.222,0.033
35,189.600,30.209,0.303,0.647,43.683,45.439,55.223,69.972,79.784,106.485,0.033
40,197.800,30.376,0.327,0.626,43.430,45.169,59.915,77.945,79.717,119.043,0.033
45,193.600,29.989,0.351,0.662,43.495,45.289,54.595,71.573,79.644,132.912,0.033
50,185.200,30.734,0.357,0.631,43.458,45.075,58.357,73.453,80.393,133.330,0.033
55,187.400,30.869,0.340,0.566,43.584,45.103,54.474,73.755,79.658,81.500,0.032
60,34.400,31.319,0.365,0.779,43.362,45.505,57.398,76.406,81.476,88.143,0.032
