Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1001.000,6.517,1.264,3.060,4.262,7.358,12.050,18.423,35.730,109.210,0.153
5,1026.600,6.252,1.343,2.839,3.915,7.881,12.176,16.414,32.842,51.107,0.160
10,976.600,6.733,1.301,2.830,3.968,7.736,12.654,17.778,38.882,1043.172,0.149
15,857.600,7.850,1.110,3.086,4.900,9.139,13.783,27.314,40.882,1078.124,0.127
20,880.200,7.357,1.315,2.963,4.473,9.210,14.148,22.708,38.255,50.198,0.136
25,897.200,7.361,1.234,2.992,4.365,9.032,14.533,24.563,40.148,51.856,0.136
30,790.600,8.299,1.367,3.185,5.305,9.917,16.178,29.600,43.685,50.949,0.120
35,1049.800,6.147,1.116,2.758,3.769,7.395,12.151,17.407,33.843,55.565,0.163
40,861.800,7.541,1.305,3.024,4.482,9.679,14.096,24.744,40.706,54.241,0.133
45,884.000,7.237,1.307,2.961,4.337,9.289,14.352,22.267,38.190,56.276,0.138
50,817.800,7.879,1.246,3.019,4.831,9.817,15.032,26.988,41.359,52.421,0.127
55,655.800,9.197,1.013,2.863,4.275,8.647,12.599,16.317,38.683,1074.317,0.109
