Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,86.000,3.504,1.197,1.857,2.399,3.544,6.257,8.025,22.348,36.293,0.285
5,97.800,3.613,1.285,1.736,2.076,3.535,7.286,11.889,27.591,34.024,0.277
10,93.200,3.277,1.212,1.694,2.114,3.307,5.940,7.432,19.804,45.517,0.305
15,79.400,3.742,1.199,1.768,2.360,4.022,6.294,8.370,30.838,36.623,0.267
20,78.000,3.638,1.228,1.782,2.446,3.859,6.566,8.803,26.971,36.950,0.275
25,88.200,3.719,1.114,1.769,2.264,3.765,7.046,9.587,27.088,35.230,0.269
30,69.600,4.472,1.292,1.811,2.761,4.384,7.271,12.283,35.357,42.230,0.224
35,92.200,3.162,1.262,1.695,1.964,2.924,6.151,9.323,19.693,33.754,0.316
40,72.000,4.046,1.226,1.797,2.586,4.501,7.424,10.167,30.317,40.473,0.247
45,80.000,3.660,1.216,1.760,2.275,3.875,6.405,9.058,26.384,37.848,0.273
50,69.000,4.018,1.206,1.879,2.716,4.487,7.076,9.102,26.883,36.866,0.249
55,58.400,3.885,0.961,1.744,2.474,4.252,6.337,10.205,30.379,32.144,0.257
