Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2227.200,4.489,0.292,1.065,2.492,4.957,10.336,14.946,32.217,109.210,0.223
5,2310.000,4.318,0.270,0.914,2.330,4.588,10.706,14.796,30.739,67.949,0.232
10,2183.400,4.567,0.254,0.949,2.346,4.685,10.514,15.429,35.357,1043.172,0.219
15,1925.200,5.188,0.280,1.119,2.537,5.795,11.396,18.869,38.639,1078.124,0.193
20,1986.400,5.031,0.256,1.020,2.486,5.754,11.883,18.235,37.398,64.356,0.199
25,2007.600,4.967,0.272,1.013,2.493,5.397,11.679,17.493,37.842,66.590,0.201
30,1756.000,5.686,0.238,1.296,2.752,6.422,13.253,22.052,42.614,67.233,0.176
35,2328.400,4.287,0.267,0.896,2.290,4.456,10.685,15.171,31.461,64.930,0.233
40,1920.200,5.214,0.271,1.030,2.591,5.756,12.099,18.635,39.805,67.798,0.192
45,1973.000,5.055,0.270,1.006,2.492,5.459,11.846,17.871,37.391,1035.517,0.198
50,1828.000,5.497,0.269,1.174,2.648,6.193,12.536,20.904,40.314,1029.698,0.182
55,1465.600,5.766,0.228,1.039,2.454,5.328,10.974,15.115,36.796,1074.317,0.173
