Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,4380.000,2.277,0.281,0.781,1.690,3.060,3.996,5.562,7.853,1030.492,0.439
5,5174.600,1.928,0.252,0.722,1.508,2.846,3.653,4.194,7.027,8.571,0.519
10,5129.600,1.944,0.256,0.711,1.479,2.815,3.611,4.166,6.952,1027.757,0.514
15,5180.800,1.927,0.233,0.707,1.432,2.807,3.602,4.161,6.957,1018.298,0.519
20,5112.600,1.953,0.233,0.714,1.471,2.844,3.639,4.167,6.960,1027.478,0.512
25,4995.200,1.999,0.240,0.708,1.512,2.830,3.639,4.230,6.960,1040.718,0.500
30,3674.000,2.740,0.257,0.727,1.758,3.053,4.515,6.735,12.145,3126.434,0.365
35,3944.800,2.512,0.215,0.701,1.610,2.855,3.923,6.153,11.071,1092.740,0.398
40,4851.000,2.062,0.226,0.691,1.476,2.800,3.608,4.376,6.862,1038.731,0.485
45,3381.000,3.028,0.237,0.722,1.777,3.053,4.481,6.970,13.926,3091.748,0.330
50,3521.600,2.828,0.237,0.728,1.802,3.067,4.443,6.800,14.004,1094.334,0.354
55,1853.400,4.812,0.203,1.132,2.553,4.506,9.588,12.784,20.741,1094.887,0.208
