Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,167.800,1.595,0.869,1.293,1.435,1.634,1.909,2.486,4.222,26.083,0.627
5,202.600,1.390,0.885,1.269,1.384,1.502,1.628,1.688,1.834,2.206,0.720
10,214.800,1.378,0.844,1.252,1.366,1.488,1.606,1.720,1.913,2.946,0.726
15,197.600,1.397,0.903,1.255,1.392,1.518,1.648,1.732,1.950,2.534,0.716
20,204.600,1.391,0.908,1.258,1.370,1.501,1.643,1.727,1.904,2.528,0.719
25,192.000,1.394,0.907,1.254,1.375,1.514,1.638,1.751,1.957,2.973,0.718
30,138.000,1.632,0.894,1.274,1.411,1.594,2.340,3.120,5.519,7.935,0.613
35,154.800,1.591,0.782,1.253,1.401,1.616,2.052,3.094,4.785,6.616,0.629
40,193.400,1.423,0.907,1.259,1.385,1.536,1.725,1.843,2.208,6.306,0.703
45,141.400,1.715,0.914,1.288,1.437,1.656,2.566,4.057,5.353,5.900,0.583
50,149.800,1.705,0.910,1.274,1.420,1.675,2.353,4.025,5.322,8.445,0.586
55,75.000,2.503,0.932,1.436,1.899,3.320,4.752,5.314,6.325,9.826,0.399
