Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,3097,3097.000,397,1037,2304,3226,3867,5626,7497,18532,115312
1,4299,4299.000,289,807,1643,2382,3118,4063,4998,7988,1030492
2,4648,4648.000,281,757,1517,2183,2859,3740,4435,7194,1022886
3,4727,4727.000,299,759,1565,2013,2972,3845,4484,7408,12777
4,5129,5129.000,288,723,1580,1942,2846,3642,4227,7007,7920
5,5228,5228.000,271,725,1470,1908,2816,3638,4161,7042,8571
6,5174,5174.000,272,714,1546,1925,2857,3645,4235,6978,8171
7,5183,5183.000,279,720,1457,1927,2836,3681,4214,7058,8270
8,5092,5092.000,252,726,1601,1955,2880,3661,4192,7009,7811
9,5196,5196.000,272,727,1465,1922,2839,3643,4190,7046,8226
10,5140,5140.000,280,721,1504,1939,2876,3673,4266,7027,9085
11,5310,5310.000,274,712,1385,1877,2760,3593,4135,6910,9428
12,5104,5104.000,263,713,1552,2135,2871,3647,4247,6966,1027757
13,4881,4881.000,260,692,1476,1853,2728,3503,4089,6718,13052
14,5213,5213.000,256,716,1495,1915,2839,3635,4128,7012,8299
15,5252,5252.000,245,701,1424,1901,2825,3636,4204,6976,8366
16,5128,5128.000,272,719,1637,1945,2879,3646,4160,7119,8894
17,5114,5114.000,233,695,1401,2041,2738,3539,4106,6726,1018298
18,5092,5092.000,243,703,1374,1871,2801,3556,4169,6919,11365
19,5318,5318.000,236,713,1308,1877,2800,3611,4193,6964,7813
20,5153,5153.000,265,719,1435,1936,2883,3692,4269,6960,9426
21,5073,5073.000,268,726,1629,1969,2921,3712,4213,7085,8045
22,5165,5165.000,268,717,1456,2092,2805,3600,4148,6958,1027478
23,4918,4918.000,233,692,1358,1861,2784,3565,4136,6855,12455
24,5254,5254.000,244,712,1500,1899,2849,3624,4055,6964,8357
25,5066,5066.000,255,720,1582,1972,2913,3730,4442,7030,9820
26,4981,4981.000,247,728,1482,2146,2863,3679,4301,7069,1029555
27,4821,4821.000,255,704,1581,1922,2819,3628,4264,6921,13180
28,5064,5064.000,241,712,1605,2127,2860,3615,4104,6959,1040718
29,5044,5044.000,240,680,1293,1825,2734,3523,4076,6769,8483
30,5150,5150.000,267,721,1468,2101,2823,3592,4079,6984,1045839
31,3495,3495.000,257,714,1777,3552,3114,4745,6797,11899,3126434
32,3546,3546.000,259,764,1856,2405,3116,5134,6725,10766,22320
33,4768,4768.000,263,673,1333,2062,2731,3553,4368,6796,1069304
34,1411,1411.000,494,1879,3794,6193,7602,11858,14200,26274,1038215
35,4171,4171.000,215,739,1481,2771,2898,3943,5130,8347,1092740
36,3044,3044.000,226,708,1822,2922,3053,5399,8497,15625,1031725
37,4996,4996.000,251,675,1380,2024,2677,3451,4045,6669,1075750
38,4192,4192.000,215,655,1456,2369,2631,3486,4988,7681,1074354
39,3321,3321.000,262,773,1998,2724,3299,6248,8274,13429,25237
40,5159,5159.000,271,714,1598,1934,2880,3650,4228,6959,8059
41,5154,5154.000,264,694,1463,2088,2792,3592,4228,6894,1034324
42,4318,4318.000,226,709,1543,2205,2861,3813,5135,7134,1036591
43,4888,4888.000,241,663,1361,2026,2708,3523,4138,6679,1038472
44,4736,4736.000,261,681,1464,2080,2777,3510,4230,6671,1038731
45,5147,5147.000,269,703,1483,2109,2794,3583,4165,6999,1102305
46,2776,2776.000,269,737,1905,4234,3210,5699,9415,16393,3091748
47,3748,3748.000,240,756,1671,2530,3083,4436,6499,10000,1033988
48,1688,1688.000,253,871,2380,5043,3781,10052,13232,26112,1086737
49,3546,3546.000,237,703,1760,2983,3005,4699,6732,13973,1078718
50,1881,1881.000,271,1268,2587,4782,5278,10261,13327,24269,1047790
51,2173,2173.000,303,1014,2629,4944,4019,7711,11575,23723,1094334
52,3789,3789.000,248,750,1810,2355,3045,4076,6773,13668,29206
53,5086,5086.000,248,672,1423,2022,2715,3467,4062,6592,1041885
54,4679,4679.000,237,678,1522,2315,2729,3555,4397,6668,1079434
55,2564,2564.000,277,1038,2240,3789,4116,7549,9960,16578,1085433
56,1571,1571.000,203,813,2345,6415,3580,10313,13286,24568,1094887
57,2669,2669.000,239,810,2040,4040,3361,6187,8993,14809,1092983
58,1026,1026.000,683,2652,4742,6715,9416,13492,16080,28602,32700
59,1437,1437.000,357,1523,3295,4959,6235,11955,14692,23314,30161
