Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1994.800,3.318,1.186,2.329,2.945,3.587,4.156,4.634,6.520,1030.492,0.301
5,2343.000,2.797,1.196,2.221,2.765,3.335,3.747,3.963,4.405,5.996,0.358
10,2313.600,2.862,1.104,2.202,2.735,3.314,3.719,3.940,4.343,1027.757,0.349
15,2303.000,2.769,1.098,2.196,2.741,3.308,3.708,3.918,4.345,7.752,0.361
20,2297.200,2.891,1.214,2.220,2.776,3.340,3.743,3.959,4.352,1027.478,0.346
25,2256.800,2.868,1.187,2.202,2.746,3.306,3.731,3.959,4.383,1029.555,0.349
30,1657.200,3.837,1.199,2.288,2.937,3.633,5.563,8.199,12.619,1069.304,0.261
35,1759.400,3.394,1.088,2.190,2.747,3.408,4.285,6.587,12.418,1026.186,0.295
40,2191.200,2.870,1.061,2.173,2.727,3.292,3.745,4.038,5.024,1034.324,0.348
45,1514.000,3.809,1.161,2.226,2.869,3.575,5.416,9.602,14.935,1051.072,0.263
50,1582.400,3.500,1.023,2.259,2.867,3.600,5.021,9.023,14.650,26.671,0.286
55,842.600,5.653,1.219,2.730,3.966,7.939,11.832,13.667,16.557,26.995,0.177
