Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,3700,3700.000,265,610,1397,2679,2431,3376,6217,29586,39108
1,3838,3838.000,236,592,1403,2610,2433,3595,6244,28428,36017
2,4143,4143.000,203,585,1368,2411,2412,3293,5547,27087,34776
3,3991,3991.000,195,562,1254,2503,2372,3318,5684,28691,35945
4,4109,4109.000,205,538,1219,2417,2268,3261,5438,27171,35151
5,4201,4201.000,192,543,1305,2396,2298,3253,5308,27712,36837
6,4110,4110.000,190,555,1375,2411,2305,3339,5502,27298,35679
7,4075,4075.000,200,547,1352,2457,2338,3365,5571,27095,34495
8,4128,4128.000,175,548,1334,2411,2303,3225,5277,26226,34523
9,4307,4307.000,190,546,1336,2316,2328,3170,5316,25763,36159
10,4259,4259.000,182,554,1348,2340,2372,3319,5373,25934,31666
11,4057,4057.000,217,557,1296,2465,2343,3352,5606,27150,34746
12,3929,3929.000,190,537,1300,2541,2326,3495,5946,27010,35077
13,4111,4111.000,198,550,1339,2432,2312,3215,5538,26394,32948
14,4010,4010.000,190,547,1333,2474,2322,3318,5727,26430,34793
15,4186,4186.000,181,542,1297,2406,2329,3247,5510,25744,34946
16,3754,3754.000,174,540,1303,2651,2395,3566,6625,26516,34921
17,3986,3986.000,165,555,1347,2513,2393,3555,5779,26679,35025
18,4260,4260.000,196,541,1285,2326,2282,3149,5380,26643,33847
19,4053,4053.000,196,538,1258,2470,2298,3399,5661,26449,35961
20,4156,4156.000,164,523,1234,2401,2283,3331,5485,26241,35542
21,3964,3964.000,174,547,1296,2524,2331,3424,5792,27621,35494
22,4090,4090.000,189,550,1267,2446,2397,3430,5663,26621,34603
23,4137,4137.000,182,550,1308,2414,2353,3314,5480,26413,35863
24,4175,4175.000,192,533,1312,2380,2301,3278,5381,26257,34526
25,4080,4080.000,184,556,1338,2457,2374,3454,5814,26429,35730
26,4236,4236.000,168,547,1237,2354,2360,3416,5297,27454,33286
27,3812,3812.000,178,561,1304,2616,2389,3730,6527,26826,37105
28,4078,4078.000,188,535,1280,2451,2322,3320,5546,26169,35100
29,4002,4002.000,189,549,1352,2499,2371,3288,5736,25726,32963
30,3924,3924.000,194,541,1334,2531,2348,3359,5781,26169,32818
31,3949,3949.000,187,550,1349,2543,2355,3462,6053,26471,34736
32,4302,4302.000,159,552,1297,2320,2357,3254,5276,26386,33200
33,4148,4148.000,184,542,1285,2409,2317,3244,5625,25868,35584
34,4164,4164.000,186,548,1349,2391,2367,3248,5456,25399,31330
35,4131,4131.000,179,551,1351,2418,2376,3271,5417,25787,34545
36,4216,4216.000,186,549,1397,2362,2410,3307,5470,26047,35032
37,4168,4168.000,163,554,1346,2404,2421,3322,5585,25818,32895
38,4158,4158.000,187,542,1334,2403,2296,3218,5589,25720,35018
39,4184,4184.000,166,550,1333,2392,2348,3234,5528,25876,31994
40,4302,4302.000,160,539,1251,2321,2287,3159,5494,25481,34743
41,4153,4153.000,180,556,1349,2414,2432,3358,5603,26579,35182
42,3996,3996.000,178,558,1341,2489,2408,3513,5969,25322,34478
43,3941,3941.000,185,552,1422,2536,2400,3429,5806,25850,34287
44,4003,4003.000,188,550,1302,2504,2392,3362,6032,25449,32630
45,3914,3914.000,179,554,1395,2547,2425,3446,5875,25796,33708
46,4034,4034.000,190,557,1364,2473,2390,3376,5886,25925,33510
47,4017,4017.000,193,566,1359,2491,2395,3367,5789,26236,33282
48,4193,4193.000,198,558,1369,2377,2321,3199,5472,25400,33805
49,4063,4063.000,167,567,1396,2464,2372,3311,5730,26128,35142
50,4145,4145.000,185,554,1304,2409,2383,3319,5660,25722,31222
51,4153,4153.000,187,542,1296,2403,2392,3338,5604,26218,33417
52,3876,3876.000,202,551,1438,2585,2385,3458,6217,26046,35400
53,4091,4091.000,192,554,1374,2435,2366,3304,5671,25026,33568
54,3946,3946.000,183,553,1388,2529,2394,3465,5895,25532,34280
55,4021,4021.000,194,555,1399,2492,2369,3308,5682,25601,35136
56,3881,3881.000,184,552,1319,2571,2395,3554,6146,26342,35817
57,4043,4043.000,181,553,1348,2477,2366,3413,5919,26555,33440
58,3945,3945.000,180,551,1323,2535,2387,3521,5863,27108,35668
59,4098,4098.000,179,550,1326,2435,2329,3277,5676,25970,36973
60,3945,3945.000,175,543,1303,2504,2352,3309,5906,26327,34736
