Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,326.200,1.299,0.405,0.834,0.977,1.245,1.801,2.571,5.243,67.689,0.770
5,348.000,0.887,0.391,0.706,0.845,0.999,1.205,1.341,1.840,4.432,1.128
10,321.800,0.826,0.387,0.654,0.777,0.931,1.129,1.236,1.623,4.938,1.211
15,298.400,0.815,0.377,0.645,0.778,0.927,1.093,1.214,1.599,4.213,1.227
20,309.800,0.763,0.367,0.604,0.721,0.874,1.063,1.200,1.435,2.192,1.310
25,389.400,0.744,0.376,0.585,0.706,0.839,1.003,1.127,1.496,5.787,1.345
30,378.800,0.744,0.376,0.586,0.690,0.837,1.008,1.149,1.541,5.051,1.343
35,370.800,0.745,0.364,0.581,0.687,0.830,1.000,1.128,1.640,8.072,1.343
40,381.200,0.751,0.380,0.580,0.689,0.842,1.031,1.162,1.743,5.407,1.332
45,420.800,0.731,0.341,0.578,0.677,0.823,0.975,1.116,1.511,7.463,1.368
50,385.400,0.712,0.364,0.559,0.662,0.803,0.975,1.098,1.445,4.419,1.405
55,371.400,0.698,0.367,0.559,0.648,0.788,0.951,1.092,1.360,3.825,1.432
