Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,336.200,5.094,1.344,3.155,4.086,5.276,6.827,8.958,18.293,108.027,0.196
5,355.600,3.526,1.175,2.703,3.361,4.158,4.916,5.543,7.056,17.796,0.284
10,316.800,3.163,0.965,2.422,3.083,3.773,4.424,4.904,5.936,10.703,0.316
15,302.600,3.054,1.147,2.326,2.955,3.624,4.273,4.883,5.920,13.026,0.327
20,322.400,2.923,0.953,2.227,2.811,3.436,4.112,4.697,5.527,17.982,0.342
25,400.800,2.728,0.932,2.116,2.640,3.224,3.771,4.134,5.193,8.104,0.367
30,407.400,2.678,1.121,2.042,2.571,3.139,3.774,4.201,5.191,13.719,0.373
35,384.600,2.634,0.954,1.990,2.490,3.096,3.713,4.188,5.392,29.417,0.380
40,385.200,2.692,1.101,2.038,2.554,3.148,3.813,4.372,6.286,13.177,0.371
45,462.600,2.627,0.958,1.999,2.527,3.099,3.624,4.100,5.187,12.720,0.381
50,408.800,2.604,1.039,1.969,2.479,3.049,3.649,4.231,5.254,15.312,0.384
55,374.600,2.520,1.027,1.939,2.448,2.964,3.450,3.889,4.930,10.472,0.397
