Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,32.800,29.517,9.381,21.358,26.687,35.733,43.921,53.317,80.952,82.240,0.034
5,34.200,25.201,10.388,18.787,22.347,29.408,39.370,45.459,56.229,61.268,0.040
10,27.200,24.336,10.662,18.411,21.377,27.270,37.897,42.024,60.004,62.134,0.041
15,29.800,24.305,10.091,18.756,21.384,26.805,39.022,47.943,56.255,59.290,0.041
20,28.800,22.780,11.183,17.580,20.637,26.394,34.568,41.371,47.777,56.712,0.044
25,33.000,22.870,9.389,17.393,20.935,27.936,33.804,37.167,50.185,50.186,0.044
30,29.600,24.069,9.460,18.336,21.084,28.440,36.519,41.159,47.341,53.109,0.042
35,39.000,21.905,10.541,16.877,19.724,24.483,34.223,41.515,57.133,60.209,0.046
40,34.200,22.235,8.840,15.298,20.516,26.840,33.987,41.185,49.174,49.847,0.045
45,39.800,21.015,8.277,15.568,19.020,23.656,31.949,41.010,59.162,59.395,0.048
50,35.600,23.355,9.480,17.714,20.836,27.135,38.396,43.099,53.642,53.900,0.043
55,31.400,22.463,7.301,17.577,19.462,25.702,35.160,41.293,47.763,51.340,0.045
