Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,34.800,1.500,0.372,0.735,1.067,1.472,1.967,2.797,13.929,36.319,0.667
5,27.600,0.733,0.298,0.490,0.596,0.788,1.166,1.545,2.741,3.655,1.364
10,28.000,0.627,0.256,0.425,0.517,0.697,1.025,1.327,2.643,2.681,1.594
15,24.600,0.556,0.281,0.410,0.473,0.626,0.811,0.988,1.731,1.929,1.797
20,29.800,0.626,0.280,0.412,0.506,0.651,1.120,1.506,2.214,2.416,1.599
25,40.400,0.608,0.297,0.414,0.486,0.619,0.897,1.282,3.121,3.211,1.644
30,40.800,0.620,0.269,0.403,0.481,0.656,1.051,1.304,2.947,3.358,1.614
35,29.600,0.681,0.303,0.431,0.525,0.727,1.146,1.460,3.867,4.881,1.468
40,34.200,0.681,0.303,0.414,0.506,0.690,1.200,1.528,3.649,3.663,1.468
45,42.600,0.692,0.255,0.419,0.517,0.724,1.190,1.740,2.812,3.806,1.444
50,37.800,0.715,0.246,0.411,0.495,0.743,1.124,1.561,3.451,7.798,1.398
55,34.000,0.695,0.243,0.400,0.468,0.622,0.956,1.808,6.611,8.476,1.439
