Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,3956.200,2.520,0.195,0.575,1.329,2.384,3.361,5.742,28.211,39.108,0.397
5,4164.200,2.398,0.175,0.548,1.335,2.315,3.270,5.373,26.811,36.837,0.417
10,4073.200,2.449,0.182,0.549,1.326,2.333,3.329,5.597,26.512,35.077,0.408
15,4047.800,2.469,0.165,0.543,1.296,2.341,3.373,5.653,26.465,35.961,0.405
20,4104.400,2.433,0.164,0.541,1.286,2.330,3.346,5.553,26.532,35.863,0.411
25,4041.600,2.473,0.168,0.550,1.304,2.362,3.417,5.740,26.564,37.105,0.404
30,4097.400,2.436,0.159,0.546,1.325,2.349,3.300,5.579,26.052,35.584,0.410
35,4171.400,2.396,0.163,0.549,1.351,2.368,3.271,5.518,25.804,35.032,0.417
40,4079.000,2.451,0.160,0.551,1.331,2.379,3.348,5.735,25.694,35.182,0.408
45,4044.200,2.469,0.167,0.559,1.378,2.377,3.343,5.746,25.922,35.142,0.405
50,4042.200,2.471,0.183,0.551,1.360,2.384,3.375,5.780,25.627,35.400,0.405
55,3997.600,2.502,0.179,0.552,1.343,2.370,3.421,5.854,26.346,36.973,0.400
60,789.000,2.504,0.175,0.543,1.303,2.352,3.309,5.906,26.327,34.736,0.399
