Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,549,549.000,1318,7172,13833,18440,22799,31840,47799,86066,234001
1,586,586.000,3551,6842,13292,16773,21207,27844,44888,80726,167632
2,658,658.000,1389,6650,11819,15170,20299,25790,38608,65378,165972
3,700,700.000,1563,6551,10657,14264,19315,25448,32611,53858,76759
4,335,335.000,3967,8010,17826,30859,47487,79445,88030,146375,233245
5,253,253.000,3461,7703,38920,39439,51444,86418,92823,147376,223372
6,197,197.000,1485,9754,44596,50522,79812,93163,120708,202181,207256
7,226,226.000,2450,9723,41758,43075,54965,85222,90546,141813,183855
8,631,631.000,1248,6097,10991,15691,19513,37231,45789,73505,97346
9,516,516.000,1051,6839,12741,19728,21713,47922,56481,89792,184121
10,240,240.000,1696,10242,41598,42848,51157,87139,106745,149013,176550
11,502,502.000,3634,6504,12066,18968,20100,42571,52217,125036,225062
12,765,765.000,1786,6448,11661,13065,17333,21909,25694,44399,81378
13,754,754.000,1189,6432,11134,13246,17627,22014,27873,51413,75741
14,866,866.000,950,6224,9193,11486,15447,19507,21906,40879,59649
15,770,770.000,1528,6190,11310,12967,16968,21739,29712,47723,76498
16,570,570.000,1227,6290,12186,17645,19592,43017,49477,96357,187503
17,421,421.000,2453,7252,14925,24236,39272,48852,55038,86235,167503
18,576,576.000,1467,6299,12560,16891,19106,40540,46987,84567,142125
19,817,817.000,1926,6333,10573,12201,16561,20158,23761,42730,81031
20,785,785.000,987,6778,10708,12644,16697,21558,25870,43532,75805
21,677,677.000,415,7012,12894,14960,19632,26630,32616,57558,91042
22,356,356.000,1359,6794,18403,28508,43277,52747,84248,132109,183905
23,244,244.000,3590,8054,40694,40754,48567,83353,93251,140909,184218
24,269,269.000,2102,7998,38739,36364,47153,56324,83813,139395,180149
25,843,843.000,1052,6188,10456,11800,15121,18804,23090,42891,67326
26,912,912.000,284,6076,8749,10933,14100,18445,22724,41971,52755
27,817,817.000,1179,6411,10399,12246,16112,20047,24372,43701,49762
28,852,852.000,1103,6253,9513,11746,15410,19204,23127,42710,62284
29,504,504.000,1080,6535,15167,19888,24758,42518,51047,91165,150829
30,485,485.000,1038,7214,19143,20758,25402,41685,55189,89195,103822
31,526,526.000,1032,7287,18096,18758,24797,30672,40554,69699,74372
32,428,428.000,925,6792,15366,24105,38114,47548,61051,137594,169076
33,266,266.000,1607,9130,38840,36806,46466,53064,97552,139722,141127
34,485,485.000,3279,6437,12309,20776,29072,42763,56381,123742,172841
35,456,456.000,1086,6751,18619,21587,29866,37058,53878,92739,121153
36,390,390.000,1392,7243,23078,25681,30898,45965,64998,143964,173721
37,687,687.000,1037,6301,11336,14417,17977,28926,35094,67278,98912
38,870,870.000,1100,6440,9258,11460,15024,18558,22290,41329,68901
39,909,909.000,1021,6145,8778,10956,14487,18070,20413,37914,69028
40,877,877.000,1008,6038,9929,11435,15033,18089,21275,41690,68450
41,924,924.000,996,6114,8372,10785,14156,18390,20902,40240,65405
42,879,879.000,983,6116,9788,11296,14275,18172,22907,43519,60832
43,955,955.000,1077,6019,8245,10438,13859,17110,19490,38387,47445
44,924,924.000,1026,5903,7989,10783,14155,17348,21019,40610,74084
45,900,900.000,1035,5857,9833,11134,14235,17142,28697,39864,45697
46,907,907.000,1074,5912,9681,10960,14388,17427,21692,37060,74888
47,936,936.000,988,6177,8421,10681,13986,17373,19815,39934,53056
48,735,735.000,1062,6311,11944,13564,17302,23107,31551,50319,66537
49,882,882.000,1007,6183,9038,11334,14827,18459,23132,39930,67449
50,936,936.000,959,5744,7142,10703,14125,17524,27807,42012,74557
51,979,979.000,1066,6029,7410,10190,13485,16986,18724,35905,70349
52,925,925.000,1044,6176,8825,10790,14149,16891,19738,38266,69429
53,954,954.000,1047,6006,8530,10407,13604,16706,19017,36505,64116
54,574,574.000,905,6715,15764,17426,23275,28790,39173,76343,138777
55,743,743.000,1204,6405,11996,13516,17953,23334,31051,45157,66042
56,922,922.000,981,6186,8978,10745,14063,17489,20130,37240,47376
57,897,897.000,1070,6213,9662,11110,13782,17784,27298,40561,69291
58,886,886.000,992,6236,8915,11307,14497,18144,30088,38741,63968
59,937,937.000,1109,6246,8635,10577,14069,17016,19584,36311,45700
60,935,935.000,1081,6028,7942,10533,14116,17037,18989,35893,80246
