Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,250.600,22.003,5.716,15.423,19.593,24.047,29.454,48.321,85.537,95.023,0.045
5,160.000,37.494,5.577,15.842,22.639,52.662,83.825,88.984,117.754,127.230,0.027
10,280.200,20.729,6.119,14.043,16.912,20.626,28.128,50.632,87.139,125.036,0.048
15,290.200,20.244,5.581,13.448,16.734,20.364,43.377,48.718,81.018,88.516,0.049
20,204.000,28.975,5.111,15.982,20.879,43.761,49.793,80.254,85.815,89.067,0.035
25,365.600,16.076,3.946,12.132,15.038,17.942,21.448,25.067,48.802,84.537,0.062
30,190.600,27.519,7.868,16.752,24.580,37.899,46.481,49.132,80.360,85.763,0.036
35,298.600,19.483,5.861,12.950,16.014,21.674,31.930,36.611,57.992,166.432,0.051
40,405.600,14.159,5.347,11.779,13.973,16.323,18.308,19.557,21.359,24.815,0.071
45,395.200,14.579,3.850,11.918,14.219,16.488,19.152,21.337,26.267,43.392,0.069
50,385.200,14.922,3.958,11.677,14.220,16.751,19.963,24.352,31.478,52.073,0.067
55,388.800,14.654,4.773,11.911,14.190,16.761,19.346,21.236,25.784,35.608,0.068
60,82.600,14.078,5.847,11.724,14.047,16.213,18.082,18.796,20.516,23.352,0.071
