Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,10.400,97.061,28.813,60.423,92.971,99.894,103.176,123.815,549.489,549.489,0.010
5,20.200,70.717,28.578,56.357,73.553,89.501,98.206,99.113,100.427,114.565,0.014
10,22.200,73.217,29.096,58.504,76.118,92.534,96.696,100.982,102.777,105.492,0.014
15,33.400,65.576,27.685,51.565,67.687,80.184,90.047,94.671,101.982,105.949,0.015
20,38.400,61.584,27.546,43.788,60.255,80.547,90.155,95.077,101.935,106.739,0.016
25,30.600,68.996,27.789,49.927,70.494,90.239,96.801,99.618,103.799,105.297,0.014
30,17.000,83.662,31.422,68.257,92.778,97.800,101.589,103.002,118.274,118.274,0.012
35,28.000,73.094,31.140,51.615,76.504,92.664,99.109,101.654,104.354,105.006,0.014
40,25.200,73.681,37.193,62.830,76.771,85.211,93.920,97.136,100.949,101.876,0.014
45,27.800,74.067,28.253,64.838,77.103,88.230,98.241,100.883,104.898,107.698,0.014
50,30.400,67.809,26.183,50.077,67.046,89.559,95.420,98.353,101.919,105.959,0.015
55,34.600,67.053,27.920,52.734,67.526,85.510,92.325,97.264,102.942,103.046,0.015
60,6.800,68.415,37.751,57.627,73.355,79.038,87.925,88.752,92.272,92.272,0.015
