Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,12.800,18.626,3.173,8.363,10.573,36.641,44.314,46.341,52.086,52.086,0.054
5,23.600,12.205,2.804,6.005,8.332,11.109,41.026,42.608,53.770,57.228,0.082
10,19.400,8.704,0.307,4.201,6.709,8.815,14.979,38.715,43.392,43.392,0.115
15,29.600,6.101,0.446,3.953,5.662,8.204,10.535,11.918,16.907,20.875,0.164
20,39.600,6.106,0.238,3.948,6.091,7.994,10.045,11.464,17.002,26.222,0.164
25,28.400,7.714,0.519,4.358,6.372,8.307,10.976,17.871,41.593,43.733,0.130
30,13.800,8.426,0.817,2.445,4.843,7.863,36.251,37.853,43.099,43.099,0.119
35,29.200,6.294,0.295,3.411,5.197,7.358,9.881,12.360,41.243,43.155,0.159
40,27.400,7.620,0.282,2.638,5.299,8.024,11.854,19.695,71.025,78.084,0.131
45,28.200,6.687,0.467,3.283,4.950,7.011,10.658,16.186,38.361,40.532,0.150
50,30.000,6.596,0.301,2.733,4.940,7.452,10.155,15.945,42.222,46.769,0.152
55,39.600,5.023,0.275,3.141,4.912,6.656,8.900,9.952,11.814,14.227,0.199
60,6.800,4.590,0.447,2.072,4.365,6.483,8.849,10.537,10.733,10.733,0.218
