Round	Start	End	Benchmark_Elapsed	Tuning_overhead
1	1772254697.2563465	1772254884.0405867	186.7842402458191	0.0
2	1772254884.0761633	1772255071.452042	187.37587881088257	0.035576581954956055
3	1772255071.488414	1772255261.2865632	189.79814910888672	0.03637194633483887
4	1772255261.324626	1772255283.9242105	22.599584579467773	0.03806281089782715
5	1772255283.9710264	1772255473.7711253	189.8000988960266	0.04681587219238281
6	1772255473.8051224	1772255662.0167065	188.21158409118652	0.0339970588684082
7	1772255662.0505772	1772255852.2466912	190.19611406326294	0.033870697021484375
8	1772255852.2802658	1772256040.285625	188.00535917282104	0.033574581146240234
9	1772256053.9590852	1772256104.501035	50.54194974899292	13.673460245132446
10	1772256104.5344846	1772256294.2901173	189.75563263893127	0.033449649810791016
11	1772256294.3269281	1772256482.6195097	188.29258155822754	0.036810874938964844
12	1772256482.6618237	1772256519.3713572	36.70953345298767	0.04231405258178711
13	1772256519.4058003	1772256706.4226692	187.01686882972717	0.03444314002990723
14	1772256706.462387	1772256893.6782222	187.2158350944519	0.039717912673950195
15	1772256893.7179635	1772257084.130856	190.41289258003235	0.03974127769470215
16	1772257084.179146	1772257275.17586	190.99671387672424	0.04829001426696777
17	1772257275.2475953	1772257466.2811954	191.0336000919342	0.07173538208007812
18	1772257479.69819	1772257507.775851	28.07766103744507	13.416994571685791
19	1772257507.8299892	1772257529.2203739	21.390384674072266	0.05413818359375
20	1772257529.2886665	1772257554.7014096	25.412743091583252	0.06829261779785156
21	1772257554.7538233	1772257590.449838	35.696014642715454	0.0524137020111084
22	1772257590.4911091	1772257777.5662563	187.07514715194702	0.041271209716796875
23	1772257777.6195655	1772257970.7407713	193.12120580673218	0.05330920219421387
24	1772257970.799955	1772258162.3919842	191.59202933311462	0.059183597564697266
25	1772258176.0620787	1772258203.6268272	27.564748525619507	13.67009449005127
26	1772258203.6695385	1772258225.08544	21.41590142250061	0.04271125793457031
27	1772258225.1646125	1772258257.5305727	32.365960121154785	0.07917261123657227
28	1772258257.5754588	1772258444.405445	186.82998633384705	0.044886112213134766
29	1772258444.4535553	1772258484.2306361	39.77708077430725	0.048110246658325195
30	1772258484.277538	1772258674.344568	190.06702995300293	0.04690194129943848
31	1772258674.4028594	1772258862.5757844	188.17292499542236	0.05829143524169922
32	1772258862.6346772	1772259050.1468632	187.51218605041504	0.05889272689819336
33	1772259063.8149736	1772259101.635927	37.820953369140625	13.668110370635986
34	1772259101.704781	1772259288.5046732	186.79989218711853	0.06885409355163574
35	1772259288.5636325	1772259315.6926093	27.128976821899414	0.058959245681762695
36	1772259315.7431605	1772259341.1855195	25.44235897064209	0.05055117607116699
37	1772259341.2561858	1772259372.945454	31.689268112182617	0.07066631317138672
38	1772259373.0007367	1772259409.4344351	36.433698415756226	0.0552828311920166
39	1772259409.4994888	1772259441.1554787	31.6559898853302	0.06505370140075684
40	1772259441.2101355	1772259466.7075942	25.497458696365356	0.0546567440032959
41	1772259480.4321768	1772259518.11535	37.683173179626465	13.72458267211914
42	1772259518.1691377	1772259544.6329567	26.46381902694702	0.0537877082824707
43	1772259544.6886883	1772259734.479647	189.7909586429596	0.05573153495788574
44	1772259734.5477872	1772259922.3132567	187.76546955108643	0.06814026832580566
45	1772259922.3799782	1772259945.7959793	23.416001081466675	0.06672143936157227
46	1772259945.853936	1772259972.551508	26.697571992874146	0.057956695556640625
47	1772259972.6082773	1772260159.3694007	186.76112341880798	0.056769371032714844
48	1772260159.4396303	1772260185.6745393	26.234909057617188	0.07022953033447266
49	1772260199.2625291	1772260222.9116478	23.649118661880493	13.587989807128906
50	1772260222.9707506	1772260412.989789	190.019038438797	0.059102773666381836
