Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,11,11.000,167040,284350,4117452,3078906,4169518,4245223,4245906,4245906,4245906
1,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,1,1.000,1428495,1428495,1428495,1428495,1428495,1428495,1428495,1428495,1428495
3,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,36,36.000,1129,157153,238162,688695,364680,431135,3832259,10931806,10931806
5,9,9.000,1110,1333,3709004,2521943,3825238,3883913,3883913,3883913,3883913
6,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,1,1.000,1316801,1316801,1316801,1316801,1316801,1316801,1316801,1316801,1316801
8,6,6.000,4755,5682,345280,786464,373809,3792177,3792177,3792177,3792177
9,13,13.000,862,1261,3333519,2286766,3669132,4093107,4120656,4120656,4120656
10,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,7,7.000,214931,740071,791712,1061728,859511,3258496,3258496,3258496,3258496
13,16,16.000,1432,217494,2433854,1383831,2561319,2951837,3045382,3045382,3045382
14,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,6,6.000,203960,211753,520309,423056,595304,792792,792792,792792,792792
16,35,35.000,661,102569,345077,874806,2310529,2401976,2954833,4084436,4084436
17,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
18,1,1.000,175567,175567,175567,175567,175567,175567,175567,175567,175567
19,20,20.000,1030,191238,336517,1382786,2698075,3210997,3421585,3421585,3421585
20,1,1.000,9527787,9527787,9527787,9527787,9527787,9527787,9527787,9527787,9527787
21,1,1.000,182045,182045,182045,182045,182045,182045,182045,182045,182045
22,22,22.000,1083,221313,336773,542694,729422,744379,827000,3431298,3431298
23,19,19.000,1849,190101,366110,1585295,2859055,3116283,7132628,7132628,7132628
24,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
25,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
26,29,29.000,740,1352,169990,1200121,2196021,3622251,3629051,8678802,8678802
27,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
28,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
29,1,1.000,1469985,1469985,1469985,1469985,1469985,1469985,1469985,1469985,1469985
30,27,27.000,1050,178439,282910,761265,342440,426529,2812593,11484253,11484253
31,25,25.000,615,148250,307884,1304760,419848,3823730,4138805,10523299,10523299
32,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
33,1,1.000,2199533,2199533,2199533,2199533,2199533,2199533,2199533,2199533,2199533
34,1,1.000,1561399,1561399,1561399,1561399,1561399,1561399,1561399,1561399,1561399
35,14,14.000,744,1040,283606,490655,334101,597461,4391629,4391629,4391629
36,16,16.000,946,324885,385938,1613952,3840171,3870111,3980998,3980998,3980998
37,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
38,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
39,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,24,24.000,594,1203,276228,886259,426401,493847,3430353,13392190,13392190
41,7,7.000,220504,2871876,2950489,3764331,6431069,7380674,7380674,7380674,7380674
42,1,1.000,3826588,3826588,3826588,3826588,3826588,3826588,3826588,3826588,3826588
43,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
44,7,7.000,1017,236332,4173125,2990367,4174172,4273187,4273187,4273187,4273187
45,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
46,1,1.000,2508518,2508518,2508518,2508518,2508518,2508518,2508518,2508518,2508518
47,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
48,28,28.000,1008,108732,193762,1189292,3040223,4680487,5296877,5300831,5300831
49,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
50,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
51,6,6.000,186801,2463194,6010064,4453810,6010567,6087060,6087060,6087060,6087060
52,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
53,1,1.000,4718907,4718907,4718907,4718907,4718907,4718907,4718907,4718907,4718907
54,8,8.000,1000,1365,224989,1467555,3819492,3892590,3892590,3892590,3892590
55,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
56,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
57,4,4.000,173751,182403,251907,243836,367284,367284,367284,367284,367284
58,8,8.000,81913,186297,275498,245201,309736,368297,368297,368297,368297
